log_id,production_date,shift,equipment_id,product_code,planned_quantity,actual_quantity,good_quantity,defect_quantity,planned_time_min,actual_operating_time_min,setup_time_min,operator_id
LOG-02480,2024-05-23,주간,EQ-C02,PRD-003,979,954,953.0,1,480,424.5,,OP-001
LOG-02481,2024-05-23,주간,EQ-C03,PRD-004,699,696,680.0,16,480,422.0,15.0,OP-003
LOG-02482,2024-05-23,주간,EQ-C04,PRD-006,1224,1093,1076.0,17,480,407.1,20.0,OP-013
LOG-02483,2024-05-23,야간,EQ-A01,PRD-002,544,498,488.0,10,480,411.0,,OP-013
LOG-02484,2024-05-23,야간,EQ-A02,PRD-002,544,441,428.0,13,480,374.7,40.0,OP-019
LOG-02485,2024-05-23,야간,EQ-A03,PRD-004,699,541,531.0,10,480,345.9,25.0,OP-017
LOG-02486,2024-05-23,야간,EQ-A04,PRD-003,979,883,868.0,15,480,403.4,15.0,OP-003
LOG-02487,2024-05-23,야간,EQ-B01,PRD-001,816,857,848.0,9,480,438.5,20.0,OP-018
LOG-02488,2024-05-23,야간,EQ-B02,PRD-002,544,603,593.0,10,480,454.7,20.0,OP-018
LOG-02489,2024-05-23,야간,EQ-B03,PRD-005,408,421,409.0,12,480,426.5,25.0,OP-012
LOG-02490,2024-05-23,야간,EQ-B04,PRD-006,1224,1069,1059.0,10,480,356.4,40.0,OP-008
LOG-02491,2024-05-23,야간,EQ-C01,PRD-003,979,939,931.0,8,480,397.3,30.0,OP-007
LOG-02492,2024-05-23,야간,EQ-C02,PRD-002,544,407,397.0,10,480,371.9,25.0,OP-013
LOG-02493,2024-05-23,야간,EQ-C03,PRD-004,699,664,649.0,15,480,415.2,15.0,OP-009
LOG-02494,2024-05-23,야간,EQ-C04,PRD-003,979,892,881.0,11,480,405.2,20.0,OP-014
LOG-02495,2024-05-24,주간,EQ-A01,PRD-003,979,778,769.0,9,480,,25.0,OP-004
LOG-02496,2024-05-24,주간,EQ-A02,PRD-003,979,811,801.0,10,480,380.9,20.0,OP-003
LOG-02497,2024-05-24,주간,EQ-A03,PRD-005,408,272,260.0,12,480,334.3,,OP-011
LOG-02498,2024-05-24,주간,EQ-B01,PRD-001,816,802,797.0,5,480,415.8,40.0,OP-017
LOG-02499,2024-05-24,주간,EQ-B02,PRD-002,544,518,510.0,8,480,401.6,15.0,OP-018
LOG-02500,2024-05-24,주간,EQ-B04,PRD-006,1224,1182,1177.0,5,480,417.3,15.0,OP-015
LOG-02501,2024-05-24,주간,EQ-C01,PRD-002,544,502,493.0,9,480,415.1,,OP-019
LOG-02502,2024-05-24,주간,EQ-C02,PRD-002,544,446,439.0,7,480,363.5,40.0,OP-008
LOG-02503,2024-05-24,주간,EQ-C03,PRD-005,408,361,350.0,11,480,388.3,30.0,OP-015
LOG-02504,2024-05-24,주간,EQ-C04,PRD-006,1224,1233,1216.0,17,480,423.0,15.0,OP-019
LOG-02505,2024-05-24,야간,EQ-A01,PRD-001,816,685,,15,480,381.9,30.0,OP-016
LOG-02506,2024-05-24,야간,EQ-A02,PRD-001,816,662,646.0,16,480,390.4,30.0,OP-009
LOG-02507,2024-05-24,야간,EQ-A03,PRD-004,699,466,449.0,17,480,330.0,30.0,OP-013
LOG-02508,2024-05-24,야간,EQ-B01,PRD-003,979,930,922.0,8,480,423.1,25.0,OP-008
LOG-02509,2024-05-24,야간,EQ-B02,PRD-003,979,946,934.0,12,480,436.8,15.0,OP-008
LOG-02510,2024-05-24,야간,EQ-B04,PRD-006,1224,1315,1293.0,22,480,448.2,20.0,OP-014
LOG-02511,2024-05-24,야간,EQ-C01,PRD-002,544,490,478.0,12,480,397.1,15.0,OP-017
LOG-02512,2024-05-24,야간,EQ-C02,PRD-003,979,861,854.0,7,480,383.9,30.0,OP-001
LOG-02513,2024-05-24,야간,EQ-C03,PRD-005,408,375,364.0,11,480,398.7,20.0,OP-008
LOG-02514,2024-05-24,야간,EQ-C04,PRD-006,1224,1156,1140.0,16,480,412.6,20.0,OP-003
LOG-02515,2024-05-25,주간,EQ-A01,PRD-002,544,516,510.0,6,480,428.9,15.0,OP-011
LOG-02516,2024-05-25,주간,EQ-A02,PRD-001,816,721,711.0,10,480,396.8,20.0,OP-018
LOG-02517,2024-05-25,주간,EQ-A03,PRD-004,699,527,510.0,17,480,339.6,20.0,OP-016
LOG-02518,2024-05-25,주간,EQ-A04,PRD-006,1224,1155,,12,480,412.3,25.0,OP-012
LOG-02519,2024-05-25,주간,EQ-B01,PRD-001,816,802,801.0,1,480,406.4,25.0,OP-019
LOG-02520,2024-05-25,주간,EQ-B02,PRD-002,544,561,554.0,7,480,436.0,25.0,OP-006
LOG-02521,2024-05-25,주간,EQ-B03,PRD-004,699,728,716.0,12,480,425.2,15.0,OP-016
LOG-02522,2024-05-25,주간,EQ-B04,PRD-003,979,1025,1011.0,14,480,438.0,20.0,OP-008
LOG-02523,2024-05-25,주간,EQ-C01,PRD-003,979,949,940.0,9,480,403.8,20.0,OP-008
LOG-02524,2024-05-25,주간,EQ-C02,PRD-002,544,405,399.0,6,480,353.0,20.0,OP-007
LOG-02525,2024-05-25,주간,EQ-C03,PRD-004,699,598,588.0,10,480,370.1,40.0,OP-007
LOG-02526,2024-05-25,주간,EQ-C04,PRD-003,979,940,939.0,1,480,445.2,30.0,OP-020
LOG-02527,2024-05-27,주간,EQ-A02,PRD-002,544,444,436.0,8,480,,20.0,OP-005
LOG-02528,2024-05-27,주간,EQ-A03,PRD-004,699,613,597.0,16,480,368.3,20.0,OP-004
LOG-02529,2024-05-27,주간,EQ-A04,PRD-003,979,973,965.0,8,480,444.1,20.0,OP-016
LOG-02530,2024-05-27,주간,EQ-B01,PRD-003,979,999,992.0,7,480,436.7,20.0,OP-001
LOG-02531,2024-05-27,주간,EQ-B02,PRD-003,979,1055,1043.0,12,480,439.7,30.0,OP-002
LOG-02532,2024-05-27,주간,EQ-B03,PRD-005,408,402,396.0,6,480,402.1,20.0,OP-012
LOG-02533,2024-05-27,주간,EQ-B04,PRD-006,1224,1351,1348.0,3,480,455.1,,OP-016
LOG-02534,2024-05-27,주간,EQ-C01,PRD-003,979,864,858.0,6,480,390.6,25.0,OP-009
LOG-02535,2024-05-27,주간,EQ-C02,PRD-002,544,516,507.0,9,480,409.2,20.0,OP-006
LOG-02536,2024-05-27,주간,EQ-C03,PRD-005,408,382,372.0,10,480,421.3,15.0,OP-013
LOG-02537,2024-05-27,주간,EQ-C04,PRD-003,979,815,804.0,11,480,373.7,30.0,OP-019
LOG-02538,2024-05-27,야간,EQ-A02,PRD-001,816,662,653.0,9,480,358.3,15.0,OP-002
LOG-02539,2024-05-27,야간,EQ-A03,PRD-005,408,252,242.0,10,480,296.7,20.0,OP-016
LOG-02540,2024-05-27,야간,EQ-A04,PRD-003,979,806,799.0,7,480,354.8,15.0,OP-017
LOG-02541,2024-05-27,야간,EQ-B01,PRD-002,544,538,528.0,10,480,415.8,25.0,OP-013
LOG-02542,2024-05-27,야간,EQ-B03,PRD-004,699,657,647.0,10,480,402.1,,OP-015
LOG-02543,2024-05-27,야간,EQ-B04,PRD-003,979,1082,1077.0,5,480,455.2,20.0,OP-017
LOG-02544,2024-05-27,야간,EQ-C01,PRD-002,544,452,444.0,8,480,382.7,20.0,OP-011
LOG-02545,2024-05-27,야간,EQ-C02,PRD-003,979,878,870.0,8,480,398.1,30.0,OP-001
LOG-02546,2024-05-27,야간,EQ-C03,PRD-004,699,668,648.0,20,480,,15.0,OP-007
LOG-02547,2024-05-27,야간,EQ-C04,PRD-006,1224,1192,1178.0,14,480,432.3,20.0,OP-019
LOG-02548,2024-05-28,주간,EQ-A01,PRD-001,816,708,694.0,14,480,368.8,30.0,OP-011
LOG-02549,2024-05-28,주간,EQ-A02,PRD-002,544,491,479.0,12,480,400.2,30.0,OP-020
LOG-02550,2024-05-28,주간,EQ-A03,PRD-005,408,319,,10,480,370.2,20.0,OP-006
LOG-02551,2024-05-28,주간,EQ-A04,PRD-006,1224,1133,1114.0,19,480,431.1,15.0,OP-008
LOG-02552,2024-05-28,주간,EQ-B01,PRD-002,544,557,547.0,10,480,445.2,30.0,OP-016
LOG-02553,2024-05-28,주간,EQ-B02,PRD-003,979,1076,1073.0,3,480,450.3,15.0,OP-011
LOG-02554,2024-05-28,주간,EQ-B03,PRD-005,408,440,429.0,11,480,440.2,25.0,OP-006
LOG-02555,2024-05-28,주간,EQ-B04,PRD-006,1224,1354,1342.0,12,480,451.6,20.0,OP-014
LOG-02556,2024-05-28,주간,EQ-C01,PRD-001,816,772,762.0,10,480,402.4,20.0,OP-014
LOG-02557,2024-05-28,주간,EQ-C02,PRD-003,979,931,920.0,11,480,417.0,15.0,OP-012
LOG-02558,2024-05-28,주간,EQ-C04,PRD-006,1224,1160,1150.0,10,480,386.9,15.0,OP-013
LOG-02559,2024-05-28,야간,EQ-A01,PRD-002,544,439,429.0,10,480,391.2,30.0,OP-015
LOG-02560,2024-05-28,야간,EQ-A02,PRD-001,816,736,729.0,7,480,388.9,20.0,OP-019
LOG-02561,2024-05-28,야간,EQ-A03,PRD-004,699,497,480.0,17,480,327.9,25.0,OP-019
LOG-02562,2024-05-28,야간,EQ-A04,PRD-003,979,816,811.0,5,480,377.0,20.0,OP-004
LOG-02563,2024-05-28,야간,EQ-B01,PRD-003,979,918,913.0,5,480,404.0,25.0,OP-009
LOG-02564,2024-05-28,야간,EQ-B03,PRD-004,699,661,648.0,13,480,423.9,20.0,OP-018
LOG-02565,2024-05-28,야간,EQ-B04,PRD-006,1224,1217,1216.0,1,480,405.9,15.0,OP-013
LOG-02566,2024-05-28,야간,EQ-C01,PRD-001,816,739,728.0,11,480,394.5,25.0,OP-005
LOG-02567,2024-05-28,야간,EQ-C02,PRD-003,979,864,855.0,9,480,363.8,25.0,OP-005
LOG-02568,2024-05-28,야간,EQ-C03,PRD-005,408,337,329.0,8,480,371.4,20.0,OP-001
LOG-02569,2024-05-28,야간,EQ-C04,PRD-003,979,872,865.0,7,480,376.8,25.0,OP-014
LOG-02570,2024-05-29,주간,EQ-A01,PRD-002,544,406,397.0,9,480,332.0,25.0,OP-005
LOG-02571,2024-05-29,주간,EQ-A02,PRD-003,979,880,874.0,6,480,410.0,20.0,OP-017
LOG-02572,2024-05-29,주간,EQ-A03,PRD-005,408,282,270.0,12,480,327.3,15.0,OP-016
LOG-02573,2024-05-29,주간,EQ-A04,PRD-006,1224,1104,1096.0,8,480,421.8,25.0,OP-009
LOG-02574,2024-05-29,주간,EQ-B01,PRD-003,979,942,930.0,12,480,421.6,20.0,OP-019
LOG-02575,2024-05-29,주간,EQ-B02,PRD-001,816,763,755.0,8,480,389.7,30.0,OP-013
LOG-02576,2024-05-29,주간,EQ-B03,PRD-004,699,692,675.0,17,480,413.6,20.0,OP-006
LOG-02577,2024-05-29,주간,EQ-B04,PRD-003,979,1013,1004.0,9,480,460.2,15.0,OP-007
LOG-02578,2024-05-29,주간,EQ-C01,PRD-002,544,516,509.0,7,480,433.8,20.0,OP-016
LOG-02579,2024-05-29,주간,EQ-C02,PRD-003,979,899,893.0,6,480,418.0,20.0,OP-004
LOG-02580,2024-05-29,주간,EQ-C03,PRD-005,408,412,399.0,13,480,423.6,30.0,OP-011
LOG-02581,2024-05-29,주간,EQ-C04,PRD-006,1224,1098,1088.0,10,480,412.7,20.0,OP-012
LOG-02582,2024-05-29,야간,EQ-A01,PRD-002,544,457,446.0,11,480,383.2,15.0,OP-018
LOG-02583,2024-05-29,야간,EQ-A02,PRD-003,979,736,731.0,5,480,371.8,15.0,OP-009
LOG-02584,2024-05-29,야간,EQ-A03,PRD-005,408,282,272.0,10,480,329.0,30.0,OP-001
LOG-02585,2024-05-29,야간,EQ-B01,PRD-002,544,598,589.0,9,480,453.8,15.0,OP-004
LOG-02586,2024-05-29,야간,EQ-B02,PRD-002,544,545,530.0,15,480,417.5,25.0,OP-020
LOG-02587,2024-05-29,야간,EQ-B03,PRD-004,699,667,655.0,12,480,,20.0,OP-019
LOG-02588,2024-05-29,야간,EQ-B04,PRD-003,979,1060,1052.0,8,480,456.6,15.0,OP-010
LOG-02589,2024-05-29,야간,EQ-C01,PRD-002,544,480,467.0,13,480,398.9,20.0,OP-011
LOG-02590,2024-05-29,야간,EQ-C02,PRD-003,979,1037,1030.0,7,480,444.1,20.0,OP-017
LOG-02591,2024-05-29,야간,EQ-C03,PRD-005,408,358,346.0,12,480,397.7,20.0,OP-015
LOG-02592,2024-05-29,야간,EQ-C04,PRD-003,979,1030,1029.0,1,480,460.2,15.0,OP-013
LOG-02593,2024-05-30,주간,EQ-A01,PRD-003,979,841,827.0,14,480,403.0,20.0,OP-010
LOG-02594,2024-05-30,주간,EQ-A02,PRD-002,544,431,423.0,8,480,356.9,25.0,OP-005
LOG-02595,2024-05-30,주간,EQ-A03,PRD-004,699,474,458.0,16,480,308.0,40.0,OP-011
LOG-02596,2024-05-30,주간,EQ-A04,PRD-006,1224,908,899.0,9,480,352.9,15.0,OP-020
LOG-02597,2024-05-30,주간,EQ-B01,PRD-003,979,1046,1031.0,15,480,435.9,15.0,OP-013
LOG-02598,2024-05-30,주간,EQ-B02,PRD-001,816,920,908.0,12,480,460.2,15.0,OP-003
LOG-02599,2024-05-30,주간,EQ-B03,PRD-004,699,698,686.0,12,480,433.9,15.0,OP-011
LOG-02600,2024-05-30,주간,EQ-B04,PRD-003,979,1046,1039.0,7,480,455.2,20.0,OP-011
LOG-02601,2024-05-30,주간,EQ-C01,PRD-002,544,512,502.0,10,480,416.9,25.0,OP-010
LOG-02602,2024-05-30,주간,EQ-C02,PRD-003,979,900,,8,480,396.2,25.0,OP-009
LOG-02603,2024-05-30,주간,EQ-C04,PRD-006,1224,1050,1048.0,2,480,392.8,15.0,OP-009
LOG-02604,2024-05-30,야간,EQ-A01,PRD-002,544,434,423.0,11,480,353.4,20.0,OP-012
LOG-02605,2024-05-30,야간,EQ-A02,PRD-003,979,833,822.0,11,480,374.7,15.0,OP-019
LOG-02606,2024-05-30,야간,EQ-A03,PRD-005,408,281,271.0,10,480,340.5,20.0,OP-014
LOG-02607,2024-05-30,야간,EQ-A04,PRD-003,979,747,735.0,12,480,375.4,15.0,OP-006
LOG-02608,2024-05-30,야간,EQ-B01,PRD-001,816,762,760.0,2,480,381.2,25.0,OP-005
LOG-02609,2024-05-30,야간,EQ-B02,PRD-003,979,1034,1017.0,17,480,443.0,15.0,OP-008
LOG-02610,2024-05-30,야간,EQ-B03,PRD-005,408,391,382.0,9,480,391.3,20.0,OP-003
LOG-02611,2024-05-30,야간,EQ-B04,PRD-003,979,929,923.0,6,480,387.5,20.0,OP-006
LOG-02612,2024-05-30,야간,EQ-C01,PRD-002,544,521,509.0,12,480,403.4,25.0,OP-004
LOG-02613,2024-05-30,야간,EQ-C04,PRD-003,979,831,823.0,8,480,386.2,25.0,OP-003
LOG-02614,2024-05-31,주간,EQ-A01,PRD-002,544,460,451.0,9,480,361.1,15.0,OP-018
LOG-02615,2024-05-31,주간,EQ-A02,PRD-001,816,680,677.0,3,480,383.1,15.0,OP-001
LOG-02616,2024-05-31,주간,EQ-A03,PRD-005,408,314,306.0,8,480,347.2,20.0,OP-017
LOG-02617,2024-05-31,주간,EQ-A04,PRD-003,979,731,723.0,8,480,334.5,25.0,OP-004
LOG-02618,2024-05-31,주간,EQ-B01,PRD-002,544,544,536.0,8,480,424.2,15.0,OP-020
LOG-02619,2024-05-31,주간,EQ-B02,PRD-001,816,891,890.0,1,480,445.8,15.0,OP-003
LOG-02620,2024-05-31,주간,EQ-B04,PRD-006,1224,1373,1350.0,23,480,460.2,15.0,OP-010
LOG-02621,2024-05-31,주간,EQ-C01,PRD-001,816,847,839.0,8,480,429.8,20.0,OP-008
LOG-02622,2024-05-31,주간,EQ-C02,PRD-003,979,954,940.0,14,480,422.3,30.0,OP-010
LOG-02623,2024-05-31,주간,EQ-C03,PRD-005,408,369,358.0,11,480,377.3,30.0,OP-005
LOG-02624,2024-05-31,주간,EQ-C04,PRD-003,979,935,920.0,15,480,411.9,30.0,OP-017
LOG-02625,2024-05-31,야간,EQ-A01,PRD-001,816,693,675.0,18,480,366.5,25.0,OP-001
LOG-02626,2024-05-31,야간,EQ-A02,PRD-001,816,673,664.0,9,480,366.3,30.0,OP-012
LOG-02627,2024-05-31,야간,EQ-A03,PRD-005,408,328,313.0,15,480,372.1,15.0,OP-016
LOG-02628,2024-05-31,야간,EQ-B01,PRD-002,544,545,534.0,11,480,409.4,20.0,OP-018
LOG-02629,2024-05-31,야간,EQ-B02,PRD-002,544,572,562.0,10,480,435.4,20.0,OP-018
LOG-02630,2024-05-31,야간,EQ-B03,PRD-005,408,411,401.0,10,480,424.4,20.0,OP-005
LOG-02631,2024-05-31,야간,EQ-B04,PRD-003,979,1001,986.0,15,480,450.2,25.0,OP-019
LOG-02632,2024-05-31,야간,EQ-C01,PRD-003,979,867,858.0,9,480,402.3,20.0,OP-015
LOG-02633,2024-05-31,야간,EQ-C03,PRD-005,408,338,327.0,11,480,361.2,30.0,OP-017
LOG-02634,2024-05-31,야간,EQ-C04,PRD-006,1224,1061,1054.0,7,480,411.1,25.0,OP-012
LOG-02635,2024-06-01,주간,EQ-A01,PRD-002,544,508,498.0,10,480,411.5,15.0,OP-018
LOG-02636,2024-06-01,주간,EQ-A02,PRD-001,816,715,703.0,12,480,359.8,20.0,OP-003
LOG-02637,2024-06-01,주간,EQ-A03,PRD-005,408,303,295.0,8,480,353.3,20.0,OP-010
LOG-02638,2024-06-01,주간,EQ-A04,PRD-006,1224,1013,1002.0,11,480,372.4,25.0,OP-014
LOG-02639,2024-06-01,주간,EQ-B01,PRD-002,544,548,540.0,8,480,434.1,15.0,OP-005
LOG-02640,2024-06-01,주간,EQ-B02,PRD-002,544,525,518.0,7,480,450.2,25.0,OP-001
LOG-02641,2024-06-01,주간,EQ-B03,PRD-004,699,771,760.0,11,480,450.2,25.0,OP-017
LOG-02642,2024-06-01,주간,EQ-B04,PRD-003,979,996,988.0,8,480,421.6,25.0,OP-012
LOG-02643,2024-06-01,주간,EQ-C01,PRD-002,544,521,516.0,5,480,415.5,25.0,OP-016
LOG-02644,2024-06-01,주간,EQ-C02,PRD-003,979,1008,990.0,18,480,437.5,20.0,OP-001
LOG-02645,2024-06-01,주간,EQ-C03,PRD-005,408,428,417.0,11,480,460.2,15.0,OP-016
LOG-02646,2024-06-01,주간,EQ-C04,PRD-006,1224,1272,1261.0,11,480,440.1,25.0,OP-001
LOG-02647,2024-06-03,주간,EQ-A01,PRD-002,544,399,394.0,5,480,345.2,25.0,OP-010
LOG-02648,2024-06-03,주간,EQ-A02,PRD-003,979,756,742.0,14,480,359.1,20.0,OP-008
LOG-02649,2024-06-03,주간,EQ-A03,PRD-004,699,529,515.0,14,480,354.0,25.0,OP-018
LOG-02650,2024-06-03,주간,EQ-A04,PRD-006,1224,1181,1170.0,11,480,427.0,25.0,OP-007
LOG-02651,2024-06-03,주간,EQ-B01,PRD-002,544,511,510.0,1,480,389.6,25.0,OP-018
LOG-02652,2024-06-03,주간,EQ-B02,PRD-002,544,524,518.0,6,480,450.2,25.0,OP-013
LOG-02653,2024-06-03,주간,EQ-B03,PRD-004,699,704,688.0,16,480,425.9,25.0,OP-006
LOG-02654,2024-06-03,주간,EQ-B04,PRD-006,1224,1335,1315.0,20,480,445.2,30.0,OP-013
LOG-02655,2024-06-03,주간,EQ-C01,PRD-001,816,775,759.0,16,480,436.5,20.0,OP-009
LOG-02656,2024-06-03,주간,EQ-C02,PRD-001,816,864,846.0,18,480,455.2,20.0,OP-014
LOG-02657,2024-06-03,주간,EQ-C03,PRD-004,699,712,689.0,23,480,427.1,30.0,OP-017
LOG-02658,2024-06-03,주간,EQ-C04,PRD-006,1224,1292,1271.0,21,480,432.1,25.0,OP-010
LOG-02659,2024-06-03,야간,EQ-A01,PRD-003,979,809,797.0,12,480,376.2,15.0,OP-018
LOG-02660,2024-06-03,야간,EQ-A02,PRD-002,544,435,425.0,10,480,366.8,15.0,OP-014
LOG-02661,2024-06-03,야간,EQ-A03,PRD-004,699,588,573.0,15,480,395.1,15.0,OP-003
LOG-02662,2024-06-03,야간,EQ-A04,PRD-003,979,837,828.0,9,480,377.4,25.0,OP-005
LOG-02663,2024-06-03,야간,EQ-B01,PRD-002,544,578,570.0,8,480,434.2,25.0,OP-004
LOG-02664,2024-06-03,야간,EQ-B02,PRD-003,979,907,905.0,2,480,400.0,15.0,OP-015
LOG-02665,2024-06-03,야간,EQ-B03,PRD-005,408,429,419.0,10,480,437.4,15.0,OP-009
LOG-02666,2024-06-03,야간,EQ-B04,PRD-006,1224,265,261.0,4,480,455.2,20.0,OP-007
LOG-02667,2024-06-03,야간,EQ-C01,PRD-002,544,466,457.0,9,480,382.2,20.0,OP-001
LOG-02668,2024-06-03,야간,EQ-C02,PRD-001,816,732,725.0,7,480,402.1,30.0,OP-002
LOG-02669,2024-06-03,야간,EQ-C03,PRD-004,699,589,574.0,15,480,369.7,20.0,OP-006
LOG-02670,2024-06-03,야간,EQ-C04,PRD-003,979,900,894.0,6,480,407.1,20.0,OP-010
LOG-02671,2024-06-04,주간,EQ-A01,PRD-002,544,435,426.0,9,480,369.4,25.0,OP-005
LOG-02672,2024-06-04,주간,EQ-A03,PRD-005,408,314,302.0,12,480,343.1,40.0,OP-001
LOG-02673,2024-06-04,주간,EQ-A04,PRD-003,979,866,847.0,19,480,380.7,25.0,OP-003
LOG-02674,2024-06-04,주간,EQ-B02,PRD-001,816,894,885.0,9,480,449.2,15.0,OP-001
LOG-02675,2024-06-04,주간,EQ-B04,PRD-006,1224,1256,1239.0,17,480,455.2,20.0,OP-007
LOG-02676,2024-06-04,주간,EQ-C01,PRD-002,544,499,490.0,9,480,423.0,15.0,OP-014
LOG-02677,2024-06-04,주간,EQ-C02,PRD-002,544,509,503.0,6,480,382.6,20.0,OP-016
LOG-02678,2024-06-04,주간,EQ-C03,PRD-005,408,71,69.0,2,480,391.8,30.0,OP-015
LOG-02679,2024-06-04,야간,EQ-A01,PRD-003,979,793,784.0,9,480,371.2,25.0,OP-002
LOG-02680,2024-06-04,야간,EQ-A02,PRD-002,544,440,,12,480,375.2,20.0,OP-003
LOG-02681,2024-06-04,야간,EQ-A03,PRD-004,699,497,481.0,16,480,341.5,20.0,OP-002
LOG-02682,2024-06-04,야간,EQ-A04,PRD-006,1224,905,894.0,11,480,339.4,,OP-013
LOG-02683,2024-06-04,야간,EQ-B01,PRD-001,816,796,,8,480,399.0,,OP-018
LOG-02684,2024-06-04,야간,EQ-B02,PRD-002,544,538,,12,480,417.7,20.0,OP-006
LOG-02685,2024-06-04,야간,EQ-B03,PRD-004,699,769,,18,480,448.8,25.0,OP-009
LOG-02686,2024-06-04,야간,EQ-B04,PRD-006,1224,1161,1151.0,10,480,411.4,,OP-001
LOG-02687,2024-06-04,야간,EQ-C01,PRD-001,816,714,711.0,3,480,400.3,15.0,OP-008
LOG-02688,2024-06-04,야간,EQ-C02,PRD-002,544,512,497.0,15,480,399.6,20.0,OP-015
LOG-02689,2024-06-04,야간,EQ-C04,PRD-003,979,1005,1003.0,2,480,436.7,15.0,OP-002
LOG-02690,2024-06-05,주간,EQ-A01,PRD-001,816,701,692.0,9,480,418.3,20.0,OP-015
LOG-02691,2024-06-05,주간,EQ-A02,PRD-003,979,872,861.0,11,480,409.0,15.0,OP-004
LOG-02692,2024-06-05,주간,EQ-A03,PRD-004,699,520,505.0,15,480,329.0,25.0,OP-016
LOG-02693,2024-06-05,주간,EQ-A04,PRD-006,1224,1028,1018.0,10,480,390.9,15.0,OP-010
LOG-02694,2024-06-05,주간,EQ-B01,PRD-002,544,589,578.0,11,480,442.0,25.0,OP-006
LOG-02695,2024-06-05,주간,EQ-B02,PRD-003,979,1070,1057.0,13,480,458.9,15.0,OP-002
LOG-02696,2024-06-05,주간,EQ-B03,PRD-004,699,700,691.0,9,480,421.6,20.0,OP-009
LOG-02697,2024-06-05,주간,EQ-B04,PRD-006,1224,1168,1159.0,9,480,432.4,15.0,OP-010
LOG-02698,2024-06-05,주간,EQ-C02,PRD-001,816,741,730.0,11,480,402.1,25.0,OP-012
LOG-02699,2024-06-05,주간,EQ-C03,PRD-004,699,688,676.0,12,480,421.8,15.0,OP-007
LOG-02700,2024-06-05,주간,EQ-C04,PRD-003,979,813,807.0,6,480,365.0,30.0,OP-008
LOG-02701,2024-06-05,야간,EQ-A01,PRD-003,979,861,850.0,11,480,386.6,20.0,OP-014
LOG-02702,2024-06-05,야간,EQ-A02,PRD-002,544,417,411.0,6,480,349.4,25.0,OP-001
LOG-02703,2024-06-05,야간,EQ-A03,PRD-004,699,491,474.0,17,480,340.8,25.0,OP-009
LOG-02704,2024-06-05,야간,EQ-A04,PRD-003,979,816,808.0,8,480,408.2,15.0,OP-013
LOG-02705,2024-06-05,야간,EQ-B01,PRD-001,816,847,,15,480,423.9,20.0,OP-001
LOG-02706,2024-06-05,야간,EQ-B02,PRD-001,816,878,870.0,8,480,439.4,20.0,OP-019
LOG-02707,2024-06-05,야간,EQ-B03,PRD-005,408,421,410.0,11,480,435.7,20.0,OP-020
LOG-02708,2024-06-05,야간,EQ-B04,PRD-003,979,1071,1068.0,3,480,446.3,25.0,OP-012
LOG-02709,2024-06-05,야간,EQ-C01,PRD-001,816,677,669.0,8,480,374.1,20.0,OP-008
LOG-02710,2024-06-05,야간,EQ-C02,PRD-001,816,794,780.0,14,480,412.6,25.0,OP-016
LOG-02711,2024-06-05,야간,EQ-C03,PRD-004,699,606,592.0,14,480,395.4,20.0,OP-020
LOG-02712,2024-06-05,야간,EQ-C04,PRD-006,1224,982,972.0,10,480,362.9,40.0,OP-002
LOG-02713,2024-06-06,주간,EQ-A01,PRD-001,816,702,692.0,10,480,378.9,20.0,OP-012
LOG-02714,2024-06-06,주간,EQ-A02,PRD-003,979,863,856.0,7,480,408.1,25.0,OP-005
LOG-02715,2024-06-06,주간,EQ-A03,PRD-004,699,622,597.0,25,480,382.6,25.0,OP-005
LOG-02716,2024-06-06,주간,EQ-A04,PRD-006,1224,950,935.0,15,480,392.4,20.0,OP-008
LOG-02717,2024-06-06,주간,EQ-B01,PRD-002,544,547,536.0,11,480,410.6,30.0,OP-018
LOG-02718,2024-06-06,주간,EQ-B02,PRD-003,979,1010,1001.0,9,480,456.9,15.0,OP-012
LOG-02719,2024-06-06,주간,EQ-B04,PRD-006,1224,1314,1309.0,5,480,452.2,20.0,OP-007
LOG-02720,2024-06-06,주간,EQ-C01,PRD-001,816,763,756.0,7,480,404.8,25.0,OP-013
LOG-02721,2024-06-06,주간,EQ-C02,PRD-002,544,511,500.0,11,480,401.7,25.0,OP-005
LOG-02722,2024-06-06,주간,EQ-C03,PRD-005,408,365,357.0,8,480,399.3,20.0,OP-002
LOG-02723,2024-06-06,주간,EQ-C04,PRD-006,1224,1246,1228.0,18,480,445.2,30.0,OP-015
LOG-02724,2024-06-06,야간,EQ-A01,PRD-003,979,926,919.0,7,480,395.9,25.0,OP-010
LOG-02725,2024-06-06,야간,EQ-A02,PRD-003,979,776,764.0,12,480,353.0,30.0,OP-016
LOG-02726,2024-06-06,야간,EQ-A03,PRD-004,699,602,584.0,18,480,389.4,30.0,OP-019
LOG-02727,2024-06-06,야간,EQ-A04,PRD-003,979,768,754.0,14,480,371.6,25.0,OP-018
LOG-02728,2024-06-06,야간,EQ-B01,PRD-002,544,561,,10,480,444.6,15.0,OP-011
LOG-02729,2024-06-06,야간,EQ-B02,PRD-003,979,1004,994.0,10,480,419.7,25.0,OP-015
LOG-02730,2024-06-06,야간,EQ-B03,PRD-005,408,436,431.0,5,480,451.1,15.0,OP-020
LOG-02731,2024-06-06,야간,EQ-B04,PRD-003,979,1029,1022.0,7,480,440.5,15.0,OP-003
