operation_id,equipment_id,start_time,end_time,operation_status,stop_reason,stop_category,operator_id,notes,created_at
2708,PRESS-001,2024-03-15 10:39:49,2024-03-15 13:39:38,RUNNING,,,OP010,,2026-01-30 00:43:53
2709,PRESS-001,2024-03-15 13:41:38,2024-03-15 14:22:45,IDLE,점심시간,계획정지,OP010,,2026-01-30 00:43:53
2710,PRESS-002,2024-03-15 08:00:00,2024-03-15 10:43:36,RUNNING,,,OP001,,2026-01-30 00:43:53
2711,PRESS-002,2024-03-15 10:45:36,2024-03-15 12:02:18,SETUP,설정 변경,계획정지,OP010,,2026-01-30 00:43:53
2712,PRESS-002,2024-03-15 12:03:18,2024-03-15 15:36:42,RUNNING,,,OP010,,2026-01-30 00:43:53
2713,PRESS-002,2024-03-15 15:46:42,2024-03-15 17:57:04,BREAKDOWN,전기 이상,고장정지,OP009,,2026-01-30 00:43:53
2714,PRESS-002,2024-03-15 17:58:04,2024-03-15 19:02:25,RUNNING,,,OP002,,2026-01-30 00:43:53
2715,PRESS-002,2024-03-15 19:08:25,2024-03-15 22:32:45,RUNNING,,,OP010,,2026-01-30 00:43:53
2716,ASM-001,2024-03-15 08:00:00,2024-03-15 10:03:25,RUNNING,,,OP003,,2026-01-30 00:43:53
2717,ASM-001,2024-03-15 10:07:25,2024-03-15 12:05:50,RUNNING,,,OP001,,2026-01-30 00:43:53
2718,ASM-001,2024-03-15 12:10:50,2024-03-15 13:22:10,SETUP,설정 변경,계획정지,OP003,,2026-01-30 00:43:53
2719,ASM-001,2024-03-15 13:28:10,2024-03-15 14:10:12,SETUP,시운전,계획정지,OP001,,2026-01-30 00:43:53
2720,ASM-001,2024-03-15 14:20:12,2024-03-15 16:17:10,RUNNING,,,OP002,,2026-01-30 00:43:53
2721,ASM-001,2024-03-15 16:22:10,2024-03-15 19:17:16,RUNNING,,,OP001,,2026-01-30 00:43:53
2722,ASM-001,2024-03-15 19:23:16,2024-03-15 22:39:27,RUNNING,,,OP002,,2026-01-30 00:43:53
2723,ASM-001,2024-03-15 22:43:27,2024-03-15 23:59:59,RUNNING,,,OP006,,2026-01-30 00:43:53
2724,INJ-001,2024-03-16 08:00:00,2024-03-16 08:12:45,IDLE,작업 지시 대기,기타,OP003,,2026-01-30 00:43:53
2725,INJ-001,2024-03-16 08:16:45,2024-03-16 11:32:58,RUNNING,,,OP003,,2026-01-30 00:43:53
2726,INJ-001,2024-03-16 11:41:58,2024-03-16 13:17:44,RUNNING,,,OP001,,2026-01-30 00:43:53
2727,INJ-001,2024-03-16 13:19:44,2024-03-16 13:38:43,IDLE,점심시간,계획정지,OP003,,2026-01-30 00:43:53
2728,INJ-001,2024-03-16 13:44:43,2024-03-16 15:08:40,RUNNING,,,OP010,,2026-01-30 00:43:53
2729,INJ-001,2024-03-16 15:15:40,2024-03-16 18:06:05,RUNNING,,,OP003,,2026-01-30 00:43:53
2730,INJ-001,2024-03-16 18:08:05,2024-03-16 20:27:44,RUNNING,,,OP002,,2026-01-30 00:43:53
2731,INJ-001,2024-03-16 20:28:44,2024-03-16 23:28:54,RUNNING,,,OP004,,2026-01-30 00:43:53
2732,INJ-001,2024-03-16 23:33:54,2024-03-16 23:59:59,RUNNING,,,OP004,,2026-01-30 00:43:53
2733,INJ-002,2024-03-16 08:00:00,2024-03-16 08:12:35,IDLE,작업 지시 대기,기타,OP002,,2026-01-30 00:43:53
2734,INJ-002,2024-03-16 08:16:35,2024-03-16 08:48:29,IDLE,점심시간,계획정지,OP010,,2026-01-30 00:43:53
2735,INJ-002,2024-03-16 08:57:29,2024-03-16 10:00:39,SETUP,제품 변경,계획정지,OP010,,2026-01-30 00:43:53
2736,INJ-002,2024-03-16 10:07:39,2024-03-16 10:40:21,IDLE,전공정 대기,기타,OP003,,2026-01-30 00:43:53
2737,INJ-002,2024-03-16 10:46:21,2024-03-16 11:02:03,IDLE,전공정 대기,기타,OP003,,2026-01-30 00:43:53
2738,INJ-002,2024-03-16 11:05:03,2024-03-16 14:28:15,RUNNING,,,OP002,,2026-01-30 00:43:53
2739,INJ-002,2024-03-16 14:38:15,2024-03-16 17:14:37,RUNNING,,,OP010,,2026-01-30 00:43:53
2740,PRESS-001,2024-03-16 08:00:00,2024-03-16 11:09:09,RUNNING,,,OP003,,2026-01-30 00:43:53
2741,PRESS-001,2024-03-16 11:18:09,2024-03-16 12:59:34,MAINTENANCE,청소,계획정지,OP009,,2026-01-30 00:43:53
2742,PRESS-001,2024-03-16 13:07:34,2024-03-16 14:19:13,RUNNING,,,OP010,,2026-01-30 00:43:53
2743,PRESS-001,2024-03-16 14:22:13,2024-03-16 17:02:50,RUNNING,,,OP010,,2026-01-30 00:43:53
2744,PRESS-001,2024-03-16 17:03:50,2024-03-16 17:48:34,IDLE,작업 지시 대기,기타,OP001,,2026-01-30 00:43:53
2745,PRESS-001,2024-03-16 17:50:34,2024-03-16 19:54:48,MAINTENANCE,청소,계획정지,OP009,,2026-01-30 00:43:53
2746,PRESS-001,2024-03-16 20:02:48,2024-03-16 23:59:59,RUNNING,,,OP004,,2026-01-30 00:43:53
2747,PRESS-002,2024-03-16 08:00:00,2024-03-16 09:59:29,RUNNING,,,OP003,,2026-01-30 00:43:53
2748,PRESS-002,2024-03-16 10:09:29,2024-03-16 10:58:16,IDLE,점심시간,계획정지,OP002,,2026-01-30 00:43:53
2749,PRESS-002,2024-03-16 11:08:16,2024-03-16 15:03:02,RUNNING,,,OP001,,2026-01-30 00:43:53
2750,PRESS-002,2024-03-16 15:04:02,2024-03-16 15:45:30,IDLE,자재 대기,자재대기,OP001,,2026-01-30 00:43:53
2751,PRESS-002,2024-03-16 15:54:30,2024-03-16 19:06:21,RUNNING,,,OP002,,2026-01-30 00:43:53
2752,PRESS-002,2024-03-16 19:10:21,2024-03-16 19:23:46,IDLE,작업 지시 대기,기타,OP002,,2026-01-30 00:43:53
2753,PRESS-002,2024-03-16 19:31:46,2024-03-16 21:23:26,MAINTENANCE,정기 점검,계획정지,OP009,,2026-01-30 00:43:53
2754,PRESS-002,2024-03-16 21:30:26,2024-03-16 22:23:06,IDLE,점심시간,계획정지,OP004,,2026-01-30 00:43:53
2755,PRESS-002,2024-03-16 22:26:06,2024-03-16 23:58:02,RUNNING,,,OP005,,2026-01-30 00:43:53
2756,ASM-001,2024-03-16 08:00:00,2024-03-16 09:46:53,RUNNING,,,OP002,,2026-01-30 00:43:53
2757,ASM-001,2024-03-16 09:50:53,2024-03-16 11:52:02,RUNNING,,,OP001,,2026-01-30 00:43:53
2758,ASM-001,2024-03-16 11:54:02,2024-03-16 15:32:18,RUNNING,,,OP001,,2026-01-30 00:43:53
2759,ASM-001,2024-03-16 15:33:18,2024-03-16 16:28:35,BREAKDOWN,센서 오류,고장정지,OP009,,2026-01-30 00:43:53
2760,ASM-001,2024-03-16 16:37:35,2024-03-16 18:46:50,RUNNING,,,OP003,,2026-01-30 00:43:53
2761,ASM-001,2024-03-16 18:47:50,2024-03-16 19:45:43,IDLE,자재 대기,자재대기,OP001,,2026-01-30 00:43:53
2762,ASM-001,2024-03-16 19:49:43,2024-03-16 21:22:26,RUNNING,,,OP010,,2026-01-30 00:43:53
2763,ASM-001,2024-03-16 21:26:26,2024-03-16 23:22:32,BREAKDOWN,유압 누유,고장정지,OP009,,2026-01-30 00:43:53
2764,INJ-001,2024-03-17 08:00:00,2024-03-17 09:05:27,RUNNING,,,OP010,,2026-01-30 00:43:53
2765,INJ-001,2024-03-17 09:06:27,2024-03-17 10:03:20,IDLE,자재 대기,자재대기,OP003,,2026-01-30 00:43:53
2766,INJ-001,2024-03-17 10:05:20,2024-03-17 12:51:33,RUNNING,,,OP002,,2026-01-30 00:43:53
2767,INJ-001,2024-03-17 12:54:33,2024-03-17 13:54:26,IDLE,휴식,계획정지,OP002,,2026-01-30 00:43:53
2768,INJ-001,2024-03-17 14:00:26,2024-03-17 14:50:04,IDLE,휴식,계획정지,OP010,,2026-01-30 00:43:53
2769,INJ-001,2024-03-17 14:52:04,2024-03-17 16:52:58,RUNNING,,,OP001,,2026-01-30 00:43:53
2770,INJ-001,2024-03-17 16:58:58,2024-03-17 18:32:52,RUNNING,,,OP010,,2026-01-30 00:43:53
2771,INJ-002,2024-03-17 08:00:00,2024-03-17 11:25:57,RUNNING,,,OP010,,2026-01-30 00:43:53
2772,INJ-002,2024-03-17 11:35:57,2024-03-17 14:35:23,RUNNING,,,OP001,,2026-01-30 00:43:53
2773,INJ-002,2024-03-17 14:41:23,2024-03-17 15:29:43,IDLE,휴식,계획정지,OP010,,2026-01-30 00:43:53
2774,INJ-002,2024-03-17 15:33:43,2024-03-17 17:54:21,RUNNING,,,OP002,,2026-01-30 00:43:53
2775,INJ-002,2024-03-17 17:58:21,2024-03-17 20:11:06,RUNNING,,,OP010,,2026-01-30 00:43:53
2776,INJ-002,2024-03-17 20:18:06,2024-03-17 22:46:32,RUNNING,,,OP004,,2026-01-30 00:43:53
2777,PRESS-001,2024-03-17 08:00:00,2024-03-17 09:55:03,RUNNING,,,OP010,,2026-01-30 00:43:53
2778,PRESS-001,2024-03-17 10:00:03,2024-03-17 10:21:05,IDLE,휴식,계획정지,OP001,,2026-01-30 00:43:53
2779,PRESS-001,2024-03-17 10:23:05,2024-03-17 13:18:27,RUNNING,,,OP002,,2026-01-30 00:43:53
2780,PRESS-001,2024-03-17 13:19:27,2024-03-17 17:13:28,RUNNING,,,OP001,,2026-01-30 00:43:53
2781,PRESS-001,2024-03-17 17:20:28,2024-03-17 20:48:44,RUNNING,,,OP001,,2026-01-30 00:43:53
2782,PRESS-001,2024-03-17 20:55:44,2024-03-17 21:25:32,IDLE,작업 지시 대기,기타,OP006,,2026-01-30 00:43:53
2783,PRESS-001,2024-03-17 21:26:32,2024-03-17 22:35:50,SETUP,제품 변경,계획정지,OP004,,2026-01-30 00:43:53
2784,PRESS-001,2024-03-17 22:37:50,2024-03-17 23:19:16,IDLE,휴식,계획정지,OP006,,2026-01-30 00:43:53
2785,PRESS-001,2024-03-17 23:20:16,2024-03-17 23:59:59,MAINTENANCE,정기 점검,계획정지,OP009,,2026-01-30 00:43:53
2786,PRESS-002,2024-03-17 08:00:00,2024-03-17 08:56:02,IDLE,작업 지시 대기,기타,OP003,,2026-01-30 00:43:53
2787,PRESS-002,2024-03-17 09:03:02,2024-03-17 11:50:49,RUNNING,,,OP002,,2026-01-30 00:43:53
2788,PRESS-002,2024-03-17 12:00:49,2024-03-17 15:03:17,RUNNING,,,OP010,,2026-01-30 00:43:53
2789,PRESS-002,2024-03-17 15:08:17,2024-03-17 17:21:56,RUNNING,,,OP003,,2026-01-30 00:43:53
2790,PRESS-002,2024-03-17 17:22:56,2024-03-17 19:30:49,RUNNING,,,OP010,,2026-01-30 00:43:53
2791,PRESS-002,2024-03-17 19:34:49,2024-03-17 20:16:54,IDLE,휴식,계획정지,OP001,,2026-01-30 00:43:53
2792,PRESS-002,2024-03-17 20:23:54,2024-03-17 21:47:06,RUNNING,,,OP005,,2026-01-30 00:43:53
2793,PRESS-002,2024-03-17 21:51:06,2024-03-17 23:11:51,RUNNING,,,OP004,,2026-01-30 00:43:53
2794,ASM-001,2024-03-17 08:00:00,2024-03-17 09:30:07,RUNNING,,,OP003,,2026-01-30 00:43:53
2795,ASM-001,2024-03-17 09:35:07,2024-03-17 10:00:47,IDLE,전공정 대기,기타,OP003,,2026-01-30 00:43:53
2796,ASM-001,2024-03-17 10:10:47,2024-03-17 12:21:52,RUNNING,,,OP001,,2026-01-30 00:43:53
2797,ASM-001,2024-03-17 12:25:52,2024-03-17 13:02:44,IDLE,자재 대기,자재대기,OP002,,2026-01-30 00:43:53
2798,ASM-001,2024-03-17 13:03:44,2024-03-17 14:23:48,RUNNING,,,OP001,,2026-01-30 00:43:53
2799,ASM-001,2024-03-17 14:24:48,2024-03-17 15:14:11,SETUP,금형 교체,계획정지,OP002,,2026-01-30 00:43:53
2800,INJ-001,2024-03-18 08:00:00,2024-03-18 10:09:10,MAINTENANCE,정기 점검,계획정지,OP009,,2026-01-30 00:43:53
2801,INJ-001,2024-03-18 10:15:10,2024-03-18 14:05:54,RUNNING,,,OP001,,2026-01-30 00:43:53
2802,INJ-001,2024-03-18 14:11:54,2024-03-18 15:03:10,SETUP,제품 변경,계획정지,OP003,,2026-01-30 00:43:53
2803,INJ-001,2024-03-18 15:04:10,2024-03-18 18:54:36,RUNNING,,,OP002,,2026-01-30 00:43:53
2804,INJ-001,2024-03-18 19:03:36,2024-03-18 21:56:30,RUNNING,,,OP002,,2026-01-30 00:43:53
2805,INJ-001,2024-03-18 22:02:30,2024-03-18 23:07:03,RUNNING,,,OP005,,2026-01-30 00:43:53
2806,INJ-001,2024-03-18 23:15:03,2024-03-18 23:59:59,RUNNING,,,OP004,,2026-01-30 00:43:53
2807,INJ-002,2024-03-18 08:00:00,2024-03-18 09:10:12,RUNNING,,,OP003,,2026-01-30 00:43:53
2808,INJ-002,2024-03-18 09:12:12,2024-03-18 12:03:33,RUNNING,,,OP001,,2026-01-30 00:43:53
2809,INJ-002,2024-03-18 12:06:33,2024-03-18 13:01:49,IDLE,자재 대기,자재대기,OP002,,2026-01-30 00:43:53
2810,INJ-002,2024-03-18 13:05:49,2024-03-18 15:47:06,RUNNING,,,OP001,,2026-01-30 00:43:53
2811,INJ-002,2024-03-18 15:54:06,2024-03-18 16:52:41,SETUP,제품 변경,계획정지,OP001,,2026-01-30 00:43:53
2812,INJ-002,2024-03-18 16:54:41,2024-03-18 20:43:23,RUNNING,,,OP010,,2026-01-30 00:43:53
2813,INJ-002,2024-03-18 20:50:23,2024-03-18 23:00:00,RUNNING,,,OP006,,2026-01-30 00:43:53
2814,INJ-002,2024-03-18 23:04:00,2024-03-18 23:59:59,RUNNING,,,OP006,,2026-01-30 00:43:53
2815,PRESS-001,2024-03-18 08:00:00,2024-03-18 08:34:06,SETUP,설정 변경,계획정지,OP003,,2026-01-30 00:43:53
2816,PRESS-001,2024-03-18 08:39:06,2024-03-18 12:32:27,RUNNING,,,OP002,,2026-01-30 00:43:53
2817,PRESS-001,2024-03-18 12:39:27,2024-03-18 13:12:11,IDLE,전공정 대기,기타,OP001,,2026-01-30 00:43:53
2818,PRESS-001,2024-03-18 13:17:11,2024-03-18 15:31:03,RUNNING,,,OP010,,2026-01-30 00:43:53
2819,PRESS-001,2024-03-18 15:40:03,2024-03-18 16:02:02,IDLE,작업 지시 대기,기타,OP003,,2026-01-30 00:43:53
2820,PRESS-001,2024-03-18 16:09:02,2024-03-18 18:31:56,RUNNING,,,OP010,,2026-01-30 00:43:53
2821,PRESS-001,2024-03-18 18:39:56,2024-03-18 21:03:22,RUNNING,,,OP010,,2026-01-30 00:43:53
2822,PRESS-001,2024-03-18 21:09:22,2024-03-18 22:33:20,RUNNING,,,OP005,,2026-01-30 00:43:53
2823,PRESS-001,2024-03-18 22:42:20,2024-03-18 23:59:59,RUNNING,,,OP004,,2026-01-30 00:43:53
2824,PRESS-002,2024-03-18 08:00:00,2024-03-18 08:55:13,IDLE,휴식,계획정지,OP003,,2026-01-30 00:43:53
2825,PRESS-002,2024-03-18 09:04:13,2024-03-18 09:26:27,IDLE,전공정 대기,기타,OP003,,2026-01-30 00:43:53
2826,PRESS-002,2024-03-18 09:29:27,2024-03-18 11:23:31,RUNNING,,,OP010,,2026-01-30 00:43:53
2827,PRESS-002,2024-03-18 11:33:31,2024-03-18 13:12:36,RUNNING,,,OP002,,2026-01-30 00:43:53
2828,PRESS-002,2024-03-18 13:21:36,2024-03-18 13:42:16,IDLE,휴식,계획정지,OP010,,2026-01-30 00:43:53
2829,PRESS-002,2024-03-18 13:50:16,2024-03-18 15:59:44,RUNNING,,,OP002,,2026-01-30 00:43:53
2830,PRESS-002,2024-03-18 16:02:44,2024-03-18 18:58:10,RUNNING,,,OP002,,2026-01-30 00:43:53
2831,ASM-001,2024-03-18 08:00:00,2024-03-18 10:24:20,RUNNING,,,OP003,,2026-01-30 00:43:53
2832,ASM-001,2024-03-18 10:27:20,2024-03-18 11:11:48,IDLE,휴식,계획정지,OP001,,2026-01-30 00:43:53
2833,ASM-001,2024-03-18 11:13:48,2024-03-18 14:59:25,RUNNING,,,OP001,,2026-01-30 00:43:53
2834,ASM-001,2024-03-18 15:00:25,2024-03-18 16:56:49,RUNNING,,,OP001,,2026-01-30 00:43:53
2835,ASM-001,2024-03-18 17:02:49,2024-03-18 20:55:15,RUNNING,,,OP002,,2026-01-30 00:43:53
2836,ASM-001,2024-03-18 21:00:15,2024-03-18 22:43:00,MAINTENANCE,청소,계획정지,OP009,,2026-01-30 00:43:53
2837,ASM-001,2024-03-18 22:46:00,2024-03-18 23:59:59,RUNNING,,,OP004,,2026-01-30 00:43:53
2838,INJ-001,2024-03-19 08:00:00,2024-03-19 10:35:48,RUNNING,,,OP001,,2026-01-30 00:43:53
2839,INJ-001,2024-03-19 10:45:48,2024-03-19 13:51:47,RUNNING,,,OP010,,2026-01-30 00:43:53
2840,INJ-001,2024-03-19 13:56:47,2024-03-19 17:52:29,RUNNING,,,OP002,,2026-01-30 00:43:53
2841,INJ-001,2024-03-19 17:55:29,2024-03-19 20:37:31,BREAKDOWN,모터 고장,고장정지,OP009,,2026-01-30 00:43:53
2842,INJ-001,2024-03-19 20:45:31,2024-03-19 23:59:59,RUNNING,,,OP004,,2026-01-30 00:43:53
2843,INJ-002,2024-03-19 08:00:00,2024-03-19 08:54:54,IDLE,작업 지시 대기,기타,OP010,,2026-01-30 00:43:53
2844,INJ-002,2024-03-19 09:02:54,2024-03-19 09:57:27,IDLE,전공정 대기,기타,OP001,,2026-01-30 00:43:53
2845,INJ-002,2024-03-19 09:59:27,2024-03-19 13:01:23,RUNNING,,,OP003,,2026-01-30 00:43:53
2846,INJ-002,2024-03-19 13:04:23,2024-03-19 16:57:28,RUNNING,,,OP002,,2026-01-30 00:43:53
2847,INJ-002,2024-03-19 17:03:28,2024-03-19 19:07:19,RUNNING,,,OP001,,2026-01-30 00:43:53
2848,INJ-002,2024-03-19 19:15:19,2024-03-19 23:13:49,RUNNING,,,OP010,,2026-01-30 00:43:53
2849,INJ-002,2024-03-19 23:19:49,2024-03-19 23:59:59,SETUP,조정 작업,계획정지,OP006,,2026-01-30 00:43:53
2850,PRESS-001,2024-03-19 08:00:00,2024-03-19 09:09:21,RUNNING,,,OP002,,2026-01-30 00:43:53
2851,PRESS-001,2024-03-19 09:13:21,2024-03-19 10:17:00,MAINTENANCE,부품 교체,계획정지,OP009,,2026-01-30 00:43:53
2852,PRESS-001,2024-03-19 10:25:00,2024-03-19 13:04:13,RUNNING,,,OP003,,2026-01-30 00:43:53
2853,PRESS-001,2024-03-19 13:07:13,2024-03-19 13:33:45,IDLE,자재 대기,자재대기,OP001,,2026-01-30 00:43:53
2854,PRESS-001,2024-03-19 13:37:45,2024-03-19 14:23:12,IDLE,자재 대기,자재대기,OP003,,2026-01-30 00:43:53
2855,PRESS-001,2024-03-19 14:29:12,2024-03-19 16:42:30,RUNNING,,,OP010,,2026-01-30 00:43:53
2856,PRESS-001,2024-03-19 16:48:30,2024-03-19 19:57:56,RUNNING,,,OP003,,2026-01-30 00:43:53
2857,PRESS-001,2024-03-19 20:06:56,2024-03-19 21:54:56,RUNNING,,,OP005,,2026-01-30 00:43:53
2858,PRESS-001,2024-03-19 22:02:56,2024-03-19 23:25:26,SETUP,조정 작업,계획정지,OP006,,2026-01-30 00:43:53
2859,PRESS-002,2024-03-19 08:00:00,2024-03-19 08:44:53,SETUP,금형 교체,계획정지,OP002,,2026-01-30 00:43:53
2860,PRESS-002,2024-03-19 08:47:53,2024-03-19 12:08:04,RUNNING,,,OP002,,2026-01-30 00:43:53
2861,PRESS-002,2024-03-19 12:10:04,2024-03-19 15:22:39,RUNNING,,,OP001,,2026-01-30 00:43:53
2862,PRESS-002,2024-03-19 15:28:39,2024-03-19 16:10:56,IDLE,작업 지시 대기,기타,OP010,,2026-01-30 00:43:53
2863,PRESS-002,2024-03-19 16:16:56,2024-03-19 17:25:38,SETUP,금형 교체,계획정지,OP001,,2026-01-30 00:43:53
2864,PRESS-002,2024-03-19 17:29:38,2024-03-19 18:16:06,IDLE,작업 지시 대기,기타,OP001,,2026-01-30 00:43:53
2865,PRESS-002,2024-03-19 18:18:06,2024-03-19 19:55:57,RUNNING,,,OP002,,2026-01-30 00:43:53
2866,ASM-001,2024-03-19 08:00:00,2024-03-19 10:25:41,RUNNING,,,OP002,,2026-01-30 00:43:53
2867,ASM-001,2024-03-19 10:29:41,2024-03-19 11:16:48,IDLE,점심시간,계획정지,OP003,,2026-01-30 00:43:53
2868,ASM-001,2024-03-19 11:26:48,2024-03-19 12:08:44,BREAKDOWN,유압 누유,고장정지,OP009,,2026-01-30 00:43:53
2869,ASM-001,2024-03-19 12:12:44,2024-03-19 15:18:43,RUNNING,,,OP002,,2026-01-30 00:43:53
2870,ASM-001,2024-03-19 15:20:43,2024-03-19 18:36:51,RUNNING,,,OP003,,2026-01-30 00:43:53
2871,ASM-001,2024-03-19 18:40:51,2024-03-19 21:29:08,RUNNING,,,OP003,,2026-01-30 00:43:53
2872,ASM-001,2024-03-19 21:38:08,2024-03-19 23:54:54,RUNNING,,,OP004,,2026-01-30 00:43:53
2873,INJ-001,2024-03-20 08:00:00,2024-03-20 09:50:39,RUNNING,,,OP003,,2026-01-30 00:43:53
2874,INJ-001,2024-03-20 09:53:39,2024-03-20 12:22:34,RUNNING,,,OP001,,2026-01-30 00:43:53
2875,INJ-001,2024-03-20 12:23:34,2024-03-20 13:37:57,RUNNING,,,OP010,,2026-01-30 00:43:53
2876,INJ-001,2024-03-20 13:45:57,2024-03-20 15:43:16,RUNNING,,,OP001,,2026-01-30 00:43:53
2877,INJ-001,2024-03-20 15:49:16,2024-03-20 18:31:43,RUNNING,,,OP001,,2026-01-30 00:43:53
2878,INJ-001,2024-03-20 18:37:43,2024-03-20 20:44:24,RUNNING,,,OP010,,2026-01-30 00:43:53
2879,INJ-001,2024-03-20 20:49:24,2024-03-20 21:49:41,SETUP,제품 변경,계획정지,OP004,,2026-01-30 00:43:53
2880,INJ-002,2024-03-20 08:00:00,2024-03-20 09:58:23,RUNNING,,,OP010,,2026-01-30 00:43:53
2881,INJ-002,2024-03-20 10:05:23,2024-03-20 12:26:46,RUNNING,,,OP010,,2026-01-30 00:43:53
2882,INJ-002,2024-03-20 12:29:46,2024-03-20 13:19:36,IDLE,자재 대기,자재대기,OP002,,2026-01-30 00:43:53
2883,INJ-002,2024-03-20 13:26:36,2024-03-20 13:39:17,IDLE,점심시간,계획정지,OP003,,2026-01-30 00:43:53
2884,INJ-002,2024-03-20 13:42:17,2024-03-20 15:21:20,RUNNING,,,OP002,,2026-01-30 00:43:53
2885,INJ-002,2024-03-20 15:22:20,2024-03-20 17:11:06,RUNNING,,,OP002,,2026-01-30 00:43:53
2886,INJ-002,2024-03-20 17:15:06,2024-03-20 18:43:36,RUNNING,,,OP010,,2026-01-30 00:43:53
2887,INJ-002,2024-03-20 18:52:36,2024-03-20 21:20:10,RUNNING,,,OP002,,2026-01-30 00:43:53
2888,PRESS-001,2024-03-20 08:00:00,2024-03-20 10:27:43,RUNNING,,,OP002,,2026-01-30 00:43:53
2889,PRESS-001,2024-03-20 10:28:43,2024-03-20 11:40:45,RUNNING,,,OP001,,2026-01-30 00:43:53
2890,PRESS-001,2024-03-20 11:46:45,2024-03-20 12:23:39,IDLE,작업 지시 대기,기타,OP002,,2026-01-30 00:43:53
2891,PRESS-001,2024-03-20 12:31:39,2024-03-20 13:13:58,IDLE,자재 대기,자재대기,OP003,,2026-01-30 00:43:53
2892,PRESS-001,2024-03-20 13:19:58,2024-03-20 16:10:04,RUNNING,,,OP010,,2026-01-30 00:43:53
2893,PRESS-001,2024-03-20 16:20:04,2024-03-20 18:21:28,RUNNING,,,OP003,,2026-01-30 00:43:53
2894,PRESS-001,2024-03-20 18:27:28,2024-03-20 18:42:29,IDLE,전공정 대기,기타,OP010,,2026-01-30 00:43:53
2895,PRESS-001,2024-03-20 18:50:29,2024-03-20 20:28:12,RUNNING,,,OP002,,2026-01-30 00:43:53
2896,PRESS-001,2024-03-20 20:34:12,2024-03-20 23:28:17,RUNNING,,,OP005,,2026-01-30 00:43:53
2897,PRESS-002,2024-03-20 08:00:00,2024-03-20 11:05:41,RUNNING,,,OP003,,2026-01-30 00:43:53
2898,PRESS-002,2024-03-20 11:08:41,2024-03-20 11:54:41,IDLE,휴식,계획정지,OP002,,2026-01-30 00:43:53
2899,PRESS-002,2024-03-20 12:04:41,2024-03-20 14:32:38,RUNNING,,,OP002,,2026-01-30 00:43:53
2900,PRESS-002,2024-03-20 14:40:38,2024-03-20 16:48:09,MAINTENANCE,정기 점검,계획정지,OP009,,2026-01-30 00:43:53
2901,PRESS-002,2024-03-20 16:58:09,2024-03-20 19:21:26,RUNNING,,,OP010,,2026-01-30 00:43:53
2902,PRESS-002,2024-03-20 19:26:26,2024-03-20 22:46:22,RUNNING,,,OP010,,2026-01-30 00:43:53
2903,PRESS-002,2024-03-20 22:51:22,2024-03-20 23:15:12,IDLE,자재 대기,자재대기,OP005,,2026-01-30 00:43:53
2904,PRESS-002,2024-03-20 23:16:12,2024-03-20 23:59:59,RUNNING,,,OP006,,2026-01-30 00:43:53
2905,ASM-001,2024-03-20 08:00:00,2024-03-20 08:51:33,IDLE,자재 대기,자재대기,OP002,,2026-01-30 00:43:53
2906,ASM-001,2024-03-20 08:55:33,2024-03-20 09:42:51,IDLE,자재 대기,자재대기,OP001,,2026-01-30 00:43:53
2907,ASM-001,2024-03-20 09:46:51,2024-03-20 11:31:32,RUNNING,,,OP003,,2026-01-30 00:43:53
2908,ASM-001,2024-03-20 11:38:32,2024-03-20 13:32:12,RUNNING,,,OP001,,2026-01-30 00:43:53
2909,ASM-001,2024-03-20 13:36:12,2024-03-20 14:41:24,RUNNING,,,OP001,,2026-01-30 00:43:53
2910,ASM-001,2024-03-20 14:48:24,2024-03-20 18:08:02,RUNNING,,,OP010,,2026-01-30 00:43:53
2911,ASM-001,2024-03-20 18:11:02,2024-03-20 20:50:59,RUNNING,,,OP010,,2026-01-30 00:43:53
2912,ASM-001,2024-03-20 21:00:59,2024-03-20 22:20:23,RUNNING,,,OP005,,2026-01-30 00:43:53
2913,INJ-001,2024-03-21 08:00:00,2024-03-21 09:51:15,RUNNING,,,OP010,,2026-01-30 00:43:53
2914,INJ-001,2024-03-21 10:01:15,2024-03-21 11:23:33,RUNNING,,,OP001,,2026-01-30 00:43:53
2915,INJ-001,2024-03-21 11:29:33,2024-03-21 12:55:04,RUNNING,,,OP003,,2026-01-30 00:43:53
2916,INJ-001,2024-03-21 13:02:04,2024-03-21 15:58:24,RUNNING,,,OP010,,2026-01-30 00:43:53
2917,INJ-001,2024-03-21 16:05:24,2024-03-21 19:01:16,RUNNING,,,OP001,,2026-01-30 00:43:53
2918,INJ-001,2024-03-21 19:07:16,2024-03-21 22:46:15,RUNNING,,,OP001,,2026-01-30 00:43:53
2919,INJ-001,2024-03-21 22:47:15,2024-03-21 23:43:44,IDLE,점심시간,계획정지,OP004,,2026-01-30 00:43:53
2920,INJ-001,2024-03-21 23:46:44,2024-03-21 23:59:59,RUNNING,,,OP006,,2026-01-30 00:43:53
2921,INJ-002,2024-03-21 08:00:00,2024-03-21 08:31:48,IDLE,전공정 대기,기타,OP001,,2026-01-30 00:43:53
2922,INJ-002,2024-03-21 08:33:48,2024-03-21 11:08:14,RUNNING,,,OP001,,2026-01-30 00:43:53
2923,INJ-002,2024-03-21 11:15:14,2024-03-21 14:41:50,RUNNING,,,OP001,,2026-01-30 00:43:53
2924,INJ-002,2024-03-21 14:49:50,2024-03-21 16:30:45,RUNNING,,,OP003,,2026-01-30 00:43:53
