sensor_id,timestamp,equipment_id,temperature_c,vibration_mms,current_a,pressure_bar
S-019665,2024-06-13 00:00,EQ-C02,43.5,1.79,14.6,4.94
S-019666,2024-06-13 00:00,EQ-C03,41.2,2.01,13.7,4.82
S-019667,2024-06-13 00:00,EQ-C04,42.5,1.07,13.3,5.41
S-019668,2024-06-13 02:00,EQ-A01,46.2,2.82,14.1,4.85
S-019669,2024-06-13 02:00,EQ-A02,45.1,2.33,13.9,4.73
S-019670,2024-06-13 02:00,EQ-A03,46.9,3.38,17.7,5.03
S-019671,2024-06-13 02:00,EQ-A04,42.8,1.72,12.2,4.95
S-019672,2024-06-13 02:00,EQ-B01,40.7,0.83,12.6,5.64
S-019673,2024-06-13 02:00,EQ-B02,41.5,1.1,12.8,5.67
S-019674,2024-06-13 02:00,EQ-B03,44.3,1.4,13.9,4.93
S-019675,2024-06-13 02:00,EQ-B04,38.5,0.9,12.5,5.11
S-019676,2024-06-13 02:00,EQ-C01,43.4,1.36,14.7,5.19
S-019677,2024-06-13 02:00,EQ-C02,43.2,2.27,12.8,4.93
S-019678,2024-06-13 02:00,EQ-C03,43.4,1.26,13.4,5.39
S-019679,2024-06-13 02:00,EQ-C04,38.7,1.48,12.1,5.21
S-019680,2024-06-13 04:00,EQ-A01,43.5,2.99,13.6,4.99
S-019681,2024-06-13 04:00,EQ-A02,44.9,2.65,14.1,5.1
S-019682,2024-06-13 04:00,EQ-A03,46.6,3.4,16.3,5.06
S-019683,2024-06-13 04:00,EQ-A04,41.7,1.99,13.4,5.64
S-019684,2024-06-13 04:00,EQ-B01,40.5,1.05,12.8,5.34
S-019685,2024-06-13 04:00,EQ-B02,40.3,1.1,14.9,5.18
S-019686,2024-06-13 04:00,EQ-B03,41.4,1.35,14.2,5.16
S-019687,2024-06-13 04:00,EQ-B04,38.9,0.92,10.2,5.64
S-019688,2024-06-13 04:00,EQ-C01,44.3,2.19,15.4,4.89
S-019689,2024-06-13 04:00,EQ-C02,47.0,2.01,14.3,4.92
S-019690,2024-06-13 04:00,EQ-C03,44.4,1.18,14.3,4.92
S-019691,2024-06-13 04:00,EQ-C04,40.8,1.4,12.8,5.29
S-019692,2024-06-13 06:00,EQ-A01,45.0,3.14,14.3,4.83
S-019693,2024-06-13 06:00,EQ-A02,48.0,2.14,14.1,4.89
S-019694,2024-06-13 06:00,EQ-A03,47.7,3.72,17.4,4.45
S-019695,2024-06-13 06:00,EQ-A04,43.6,1.9,13.1,5.57
S-019696,2024-06-13 06:00,EQ-B01,40.2,1.29,13.0,5.71
S-019697,2024-06-13 06:00,EQ-B02,37.8,1.22,15.4,5.31
S-019698,2024-06-13 06:00,EQ-B03,40.9,1.36,12.3,5.6
S-019699,2024-06-13 06:00,EQ-B04,38.2,1.35,11.1,5.39
S-019700,2024-06-13 06:00,EQ-C01,42.5,2.11,14.1,4.92
S-019701,2024-06-13 06:00,EQ-C02,43.4,1.88,15.3,5.2
S-019702,2024-06-13 06:00,EQ-C03,44.2,1.9,14.0,5.24
S-019703,2024-06-13 06:00,EQ-C04,41.5,1.18,12.4,5.31
S-019704,2024-06-13 08:00,EQ-A01,43.9,2.43,17.2,
S-019705,2024-06-13 08:00,EQ-A02,43.7,2.96,15.8,4.53
S-019706,2024-06-13 08:00,EQ-A03,47.7,2.72,16.5,4.68
S-019707,2024-06-13 08:00,EQ-A04,41.7,2.47,12.0,5.14
S-019708,2024-06-13 08:00,EQ-B01,37.8,1.14,13.4,5.26
S-019709,2024-06-13 08:00,EQ-B02,39.0,0.87,12.1,5.52
S-019710,2024-06-13 08:00,EQ-B03,38.7,0.91,12.6,5.02
S-019711,2024-06-13 08:00,EQ-B04,35.9,1.48,10.0,5.09
S-019712,2024-06-13 08:00,EQ-C01,42.0,1.34,14.1,5.37
S-019713,2024-06-13 08:00,EQ-C02,43.7,1.65,15.5,5.27
S-019714,2024-06-13 08:00,EQ-C03,38.6,1.34,14.0,5.11
S-019715,2024-06-13 08:00,EQ-C04,,1.99,12.0,5.13
S-019716,2024-06-13 10:00,EQ-A01,41.6,2.45,14.8,4.78
S-019717,2024-06-13 10:00,EQ-A02,44.3,2.8,,4.77
S-019718,2024-06-13 10:00,EQ-A03,47.5,3.19,14.9,4.73
S-019719,2024-06-13 10:00,EQ-A04,38.9,1.96,,4.8
S-019720,2024-06-13 10:00,EQ-B01,39.1,1.01,13.5,5.57
S-019721,2024-06-13 10:00,EQ-B02,40.3,0.84,11.8,5.76
S-019722,2024-06-13 10:00,EQ-B03,38.7,1.62,13.5,5.43
S-019723,2024-06-13 10:00,EQ-B04,,0.97,9.8,5.65
S-019724,2024-06-13 10:00,EQ-C01,41.7,1.73,13.4,5.19
S-019725,2024-06-13 10:00,EQ-C02,40.4,1.98,14.4,4.81
S-019726,2024-06-13 10:00,EQ-C03,41.5,2.03,15.4,4.98
S-019727,2024-06-13 10:00,EQ-C04,42.5,1.63,10.7,5.77
S-019728,2024-06-13 12:00,EQ-A01,45.6,3.03,14.0,4.89
S-019729,2024-06-13 12:00,EQ-A02,43.1,2.9,14.7,4.96
S-019730,2024-06-13 12:00,EQ-A03,47.9,2.93,14.9,5.07
S-019731,2024-06-13 12:00,EQ-A04,38.6,2.08,12.0,5.35
S-019732,2024-06-13 12:00,EQ-B01,40.1,0.99,13.4,5.8
S-019733,2024-06-13 12:00,EQ-B02,37.7,1.23,13.5,5.56
S-019734,2024-06-13 12:00,EQ-B03,41.2,1.15,14.2,5.14
S-019735,2024-06-13 12:00,EQ-B04,39.2,1.16,10.6,6.0
S-019736,2024-06-13 12:00,EQ-C01,39.2,1.81,13.6,4.78
S-019737,2024-06-13 12:00,EQ-C02,39.3,1.7,14.5,4.83
S-019738,2024-06-13 12:00,EQ-C03,42.4,1.65,12.3,5.21
S-019739,2024-06-13 12:00,EQ-C04,38.9,1.94,12.3,5.17
S-019740,2024-06-13 14:00,EQ-A01,45.4,2.05,16.3,4.52
S-019741,2024-06-13 14:00,EQ-A02,43.1,2.62,15.8,5.16
S-019742,2024-06-13 14:00,EQ-A03,44.2,2.95,15.3,4.83
S-019743,2024-06-13 14:00,EQ-A04,43.7,2.3,11.1,5.28
S-019744,2024-06-13 14:00,EQ-B01,38.0,1.16,11.1,5.55
S-019745,2024-06-13 14:00,EQ-B02,37.4,1.26,12.3,5.3
S-019746,2024-06-13 14:00,EQ-B03,39.2,1.5,13.7,5.41
S-019747,2024-06-13 14:00,EQ-B04,37.6,1.47,10.6,5.52
S-019748,2024-06-13 14:00,EQ-C01,41.6,1.78,13.3,5.07
S-019749,2024-06-13 14:00,EQ-C02,41.7,2.3,14.3,5.27
S-019750,2024-06-13 14:00,EQ-C03,40.1,2.09,15.4,5.28
S-019751,2024-06-13 14:00,EQ-C04,39.1,1.85,11.9,5.0
S-019752,2024-06-13 16:00,EQ-A01,44.0,2.97,14.8,5.17
S-019753,2024-06-13 16:00,EQ-A02,45.6,2.23,16.0,4.92
S-019754,2024-06-13 16:00,EQ-A03,44.8,3.14,14.6,5.01
S-019755,2024-06-13 16:00,EQ-A04,41.6,1.95,12.8,5.38
S-019756,2024-06-13 16:00,EQ-B02,39.6,1.67,13.1,
S-019757,2024-06-13 16:00,EQ-B03,40.6,1.78,14.2,5.57
S-019758,2024-06-13 16:00,EQ-B04,37.6,0.99,10.5,5.58
S-019759,2024-06-13 16:00,EQ-C01,41.5,2.12,16.3,4.99
S-019760,2024-06-13 16:00,EQ-C02,40.7,1.9,14.6,4.68
S-019761,2024-06-13 16:00,EQ-C03,41.6,1.62,14.5,5.07
S-019762,2024-06-13 16:00,EQ-C04,41.9,1.56,11.4,5.26
S-019763,2024-06-13 18:00,EQ-A01,45.7,2.84,15.0,4.93
S-019764,2024-06-13 18:00,EQ-A02,42.4,2.48,13.4,4.84
S-019765,2024-06-13 18:00,EQ-A03,,3.26,13.9,4.66
S-019766,2024-06-13 18:00,EQ-A04,39.2,2.25,12.0,5.4
S-019767,2024-06-13 18:00,EQ-B01,40.8,1.15,12.0,5.19
S-019768,2024-06-13 18:00,EQ-B02,39.9,1.53,14.1,5.66
S-019769,2024-06-13 18:00,EQ-B03,39.5,,15.0,5.29
S-019770,2024-06-13 18:00,EQ-B04,39.8,0.64,11.4,5.3
S-019771,2024-06-13 18:00,EQ-C01,41.5,2.05,14.0,5.49
S-019772,2024-06-13 18:00,EQ-C02,40.9,2.11,13.5,5.25
S-019773,2024-06-13 18:00,EQ-C03,40.4,1.39,13.6,5.12
S-019774,2024-06-13 18:00,EQ-C04,38.5,1.58,11.6,5.42
S-019775,2024-06-13 20:00,EQ-A01,45.0,2.34,14.4,4.93
S-019776,2024-06-13 20:00,EQ-A02,42.6,2.8,13.8,4.76
S-019777,2024-06-13 20:00,EQ-A03,47.7,,16.6,4.55
S-019778,2024-06-13 20:00,EQ-A04,43.5,2.37,13.1,5.28
S-019779,2024-06-13 20:00,EQ-B01,35.9,1.74,13.9,5.43
S-019780,2024-06-13 20:00,EQ-B02,40.6,1.63,15.1,5.34
S-019781,2024-06-13 20:00,EQ-B03,39.9,1.24,13.5,5.02
S-019782,2024-06-13 20:00,EQ-B04,40.3,1.36,11.9,5.68
S-019783,2024-06-13 20:00,EQ-C01,41.1,1.98,14.6,5.2
S-019784,2024-06-13 20:00,EQ-C02,42.7,1.83,13.4,5.15
S-019785,2024-06-13 20:00,EQ-C03,40.3,1.73,15.6,5.1
S-019786,2024-06-13 20:00,EQ-C04,42.3,1.12,12.2,5.1
S-019787,2024-06-13 22:00,EQ-A01,45.0,2.63,15.1,4.86
S-019788,2024-06-13 22:00,EQ-A02,43.8,2.62,15.7,
S-019789,2024-06-13 22:00,EQ-A03,47.4,3.55,16.3,4.85
S-019790,2024-06-13 22:00,EQ-A04,43.5,1.72,12.0,5.12
S-019791,2024-06-13 22:00,EQ-B01,39.7,1.11,12.2,5.39
S-019792,2024-06-13 22:00,EQ-B02,41.3,1.32,13.8,5.29
S-019793,2024-06-13 22:00,EQ-B04,40.4,1.07,10.6,5.65
S-019794,2024-06-13 22:00,EQ-C01,42.8,2.05,12.9,5.28
S-019795,2024-06-13 22:00,EQ-C02,42.1,2.18,13.8,5.0
S-019796,2024-06-13 22:00,EQ-C03,44.3,1.73,12.2,5.17
S-019797,2024-06-13 22:00,EQ-C04,40.1,1.74,12.6,5.23
S-019798,2024-06-14 00:00,EQ-A01,45.4,3.02,14.6,5.05
S-019799,2024-06-14 00:00,EQ-A02,44.2,2.08,14.2,4.8
S-019800,2024-06-14 00:00,EQ-A03,52.0,2.69,15.1,4.67
S-019801,2024-06-14 00:00,EQ-A04,44.1,2.25,12.7,5.07
S-019802,2024-06-14 00:00,EQ-B01,40.4,1.19,12.6,5.52
S-019803,2024-06-14 00:00,EQ-B02,39.0,1.42,14.1,5.66
S-019804,2024-06-14 00:00,EQ-B03,39.8,,14.1,5.28
S-019805,2024-06-14 00:00,EQ-B04,39.5,1.23,10.2,5.49
S-019806,2024-06-14 00:00,EQ-C01,,1.78,13.2,5.22
S-019807,2024-06-14 00:00,EQ-C02,43.8,2.18,15.1,5.31
S-019808,2024-06-14 00:00,EQ-C03,44.1,1.57,13.4,4.96
S-019809,2024-06-14 00:00,EQ-C04,42.9,0.81,12.4,
S-019810,2024-06-14 02:00,EQ-A01,46.8,2.23,17.3,4.92
S-019811,2024-06-14 02:00,EQ-A02,44.5,2.35,15.4,4.71
S-019812,2024-06-14 02:00,EQ-A03,49.5,3.34,15.7,4.89
S-019813,2024-06-14 02:00,EQ-A04,41.8,1.99,14.1,5.33
S-019814,2024-06-14 02:00,EQ-B01,39.8,1.23,14.9,5.57
S-019815,2024-06-14 02:00,EQ-B02,41.6,1.18,11.8,5.68
S-019816,2024-06-14 02:00,EQ-B04,39.4,1.28,10.9,5.6
S-019817,2024-06-14 02:00,EQ-C01,38.7,1.41,14.9,5.0
S-019818,2024-06-14 02:00,EQ-C02,43.5,2.23,14.7,5.05
S-019819,2024-06-14 02:00,EQ-C03,39.8,1.82,11.5,5.02
S-019820,2024-06-14 04:00,EQ-A01,47.4,2.35,14.6,4.78
S-019821,2024-06-14 04:00,EQ-A02,44.3,2.58,13.7,4.89
S-019822,2024-06-14 04:00,EQ-A03,48.2,3.14,13.8,4.89
S-019823,2024-06-14 04:00,EQ-A04,45.1,2.0,10.9,5.45
S-019824,2024-06-14 04:00,EQ-B01,42.6,1.55,14.9,5.36
S-019825,2024-06-14 04:00,EQ-B02,38.2,1.5,13.3,5.44
S-019826,2024-06-14 04:00,EQ-B03,42.2,1.45,14.0,5.54
S-019827,2024-06-14 04:00,EQ-B04,41.4,0.75,10.5,5.3
S-019828,2024-06-14 04:00,EQ-C01,42.2,2.16,14.1,5.13
S-019829,2024-06-14 04:00,EQ-C02,45.7,2.0,15.0,5.19
S-019830,2024-06-14 04:00,EQ-C03,41.3,1.64,12.6,5.38
S-019831,2024-06-14 04:00,EQ-C04,40.6,1.49,11.7,5.49
S-019832,2024-06-14 06:00,EQ-A01,48.7,2.96,15.5,5.03
S-019833,2024-06-14 06:00,EQ-A02,44.6,1.94,13.6,4.46
S-019834,2024-06-14 06:00,EQ-A03,49.4,2.85,15.3,4.9
S-019835,2024-06-14 06:00,EQ-A04,44.0,2.29,12.4,5.48
S-019836,2024-06-14 06:00,EQ-B01,38.2,1.52,13.4,5.13
S-019837,2024-06-14 06:00,EQ-B02,39.7,1.86,13.8,5.44
S-019838,2024-06-14 06:00,EQ-B03,41.4,2.04,15.1,5.27
S-019839,2024-06-14 06:00,EQ-B04,39.1,1.22,12.0,6.05
S-019840,2024-06-14 06:00,EQ-C01,44.6,2.01,14.7,5.06
S-019841,2024-06-14 06:00,EQ-C02,63.0,1.97,16.1,4.99
S-019842,2024-06-14 06:00,EQ-C04,41.1,1.2,9.9,5.09
S-019843,2024-06-14 08:00,EQ-A01,41.9,2.33,13.9,4.92
S-019844,2024-06-14 08:00,EQ-A02,44.3,2.64,15.4,4.83
S-019845,2024-06-14 08:00,EQ-A03,46.8,,16.0,4.7
S-019846,2024-06-14 08:00,EQ-A04,42.5,1.81,13.0,5.29
S-019847,2024-06-14 08:00,EQ-B01,38.5,1.23,10.9,5.7
S-019848,2024-06-14 08:00,EQ-B02,40.5,2.19,16.3,5.4
S-019849,2024-06-14 08:00,EQ-B03,39.5,1.19,11.8,5.56
S-019850,2024-06-14 08:00,EQ-B04,38.9,1.08,9.5,5.56
S-019851,2024-06-14 08:00,EQ-C01,42.0,1.05,12.9,5.13
S-019852,2024-06-14 08:00,EQ-C02,42.6,2.02,15.1,5.07
S-019853,2024-06-14 08:00,EQ-C03,41.8,1.88,12.7,5.16
S-019854,2024-06-14 08:00,EQ-C04,41.9,1.36,14.5,5.47
S-019855,2024-06-14 10:00,EQ-A01,43.8,2.48,16.1,4.84
S-019856,2024-06-14 10:00,EQ-A02,45.2,2.7,15.1,5.07
S-019857,2024-06-14 10:00,EQ-A03,46.4,3.66,14.0,4.86
S-019858,2024-06-14 10:00,EQ-A04,42.8,2.36,12.2,4.87
S-019859,2024-06-14 10:00,EQ-B01,38.6,1.1,12.5,5.43
S-019860,2024-06-14 10:00,EQ-B02,39.6,1.23,12.8,5.48
S-019861,2024-06-14 10:00,EQ-B03,43.3,1.69,14.7,5.0
S-019862,2024-06-14 10:00,EQ-B04,38.4,1.35,9.5,5.32
S-019863,2024-06-14 10:00,EQ-C01,42.4,2.02,15.1,5.0
S-019864,2024-06-14 10:00,EQ-C02,45.0,2.23,14.4,5.22
S-019865,2024-06-14 10:00,EQ-C03,42.7,1.7,15.0,5.48
S-019866,2024-06-14 10:00,EQ-C04,41.8,,12.3,5.55
S-019867,2024-06-14 12:00,EQ-A01,42.4,2.83,13.9,5.1
S-019868,2024-06-14 12:00,EQ-A02,43.9,2.34,15.8,4.96
S-019869,2024-06-14 12:00,EQ-A03,45.5,3.61,15.1,5.07
S-019870,2024-06-14 12:00,EQ-A04,43.0,1.92,12.5,5.14
S-019871,2024-06-14 12:00,EQ-B01,39.6,1.02,14.0,5.58
S-019872,2024-06-14 12:00,EQ-B02,38.6,1.11,12.7,5.36
S-019873,2024-06-14 12:00,EQ-B03,39.3,0.71,14.0,5.14
S-019874,2024-06-14 12:00,EQ-B04,37.9,1.48,9.4,5.12
S-019875,2024-06-14 12:00,EQ-C01,42.0,2.07,,5.11
S-019876,2024-06-14 12:00,EQ-C02,42.2,2.59,13.9,5.27
S-019877,2024-06-14 12:00,EQ-C03,40.0,2.01,14.3,5.41
S-019878,2024-06-14 12:00,EQ-C04,38.7,1.62,11.0,5.33
S-019879,2024-06-14 14:00,EQ-A01,44.1,2.23,16.6,5.08
S-019880,2024-06-14 14:00,EQ-A02,44.1,2.16,14.9,4.78
S-019881,2024-06-14 14:00,EQ-A03,46.4,3.0,17.4,4.4
S-019882,2024-06-14 14:00,EQ-A04,41.4,2.39,12.3,5.24
S-019883,2024-06-14 14:00,EQ-B01,35.8,1.3,12.8,5.74
S-019884,2024-06-14 14:00,EQ-B02,39.4,1.41,13.2,5.55
S-019885,2024-06-14 14:00,EQ-B03,42.5,2.0,14.9,5.4
S-019886,2024-06-14 14:00,EQ-B04,37.7,1.51,11.2,5.42
S-019887,2024-06-14 14:00,EQ-C01,39.8,1.76,12.8,4.82
S-019888,2024-06-14 14:00,EQ-C02,41.2,2.01,13.5,5.14
S-019889,2024-06-14 14:00,EQ-C04,41.0,1.13,12.6,5.43
S-019890,2024-06-14 16:00,EQ-A01,45.9,2.8,15.1,4.94
S-019891,2024-06-14 16:00,EQ-A02,43.5,2.49,12.1,4.83
S-019892,2024-06-14 16:00,EQ-A03,47.8,2.85,15.7,4.41
S-019893,2024-06-14 16:00,EQ-A04,43.4,1.98,11.4,5.11
S-019894,2024-06-14 16:00,EQ-B01,,1.25,12.9,5.51
S-019895,2024-06-14 16:00,EQ-B02,39.1,1.43,12.9,5.37
S-019896,2024-06-14 16:00,EQ-B03,40.3,1.18,14.4,5.49
S-019897,2024-06-14 16:00,EQ-B04,36.6,1.42,12.9,5.47
S-019898,2024-06-14 16:00,EQ-C01,42.3,1.54,12.1,4.69
S-019899,2024-06-14 16:00,EQ-C03,38.8,1.62,13.8,4.96
S-019900,2024-06-14 16:00,EQ-C04,41.7,1.8,12.7,5.78
S-019901,2024-06-14 18:00,EQ-A01,42.8,1.99,15.0,5.06
S-019902,2024-06-14 18:00,EQ-A02,41.7,3.07,15.5,5.01
S-019903,2024-06-14 18:00,EQ-A03,48.4,3.43,16.4,4.85
S-019904,2024-06-14 18:00,EQ-A04,40.7,1.74,11.4,5.51
S-019905,2024-06-14 18:00,EQ-B01,38.1,1.46,13.7,5.28
S-019906,2024-06-14 18:00,EQ-B02,39.3,1.61,13.0,
S-019907,2024-06-14 18:00,EQ-B03,39.7,1.4,14.1,4.78
S-019908,2024-06-14 18:00,EQ-B04,38.8,1.53,11.8,5.52
S-019909,2024-06-14 18:00,EQ-C01,39.3,1.74,14.6,5.21
S-019910,2024-06-14 18:00,EQ-C02,42.2,2.28,14.5,5.05
S-019911,2024-06-14 18:00,EQ-C03,40.6,2.13,14.3,5.05
S-019912,2024-06-14 18:00,EQ-C04,40.8,1.52,12.8,5.19
S-019913,2024-06-14 20:00,EQ-A01,46.8,3.13,15.7,5.05
S-019914,2024-06-14 20:00,EQ-A02,43.3,2.38,12.4,4.79
S-019915,2024-06-14 20:00,EQ-A03,46.0,3.48,14.8,4.56
S-019916,2024-06-14 20:00,EQ-A04,44.9,1.76,12.2,5.15
S-019917,2024-06-14 20:00,EQ-B01,39.0,1.28,12.7,5.03
S-019918,2024-06-14 20:00,EQ-B02,39.3,1.69,13.1,5.33
S-019919,2024-06-14 20:00,EQ-B03,43.1,1.78,14.8,
S-019920,2024-06-14 20:00,EQ-B04,39.1,1.05,11.0,5.51
S-019921,2024-06-14 20:00,EQ-C01,41.7,1.87,12.9,5.24
S-019922,2024-06-14 20:00,EQ-C02,40.7,2.2,15.3,5.0
S-019923,2024-06-14 20:00,EQ-C03,40.9,1.5,14.3,5.1
S-019924,2024-06-14 20:00,EQ-C04,42.6,1.7,11.9,5.26
S-019925,2024-06-14 22:00,EQ-A01,45.1,3.01,15.0,4.98
S-019926,2024-06-14 22:00,EQ-A02,47.0,2.4,14.8,5.03
S-019927,2024-06-14 22:00,EQ-A03,51.3,3.4,15.9,5.05
S-019928,2024-06-14 22:00,EQ-A04,44.9,2.07,14.3,4.91
S-019929,2024-06-14 22:00,EQ-B01,40.1,0.83,13.7,5.37
S-019930,2024-06-14 22:00,EQ-B02,,1.53,11.7,5.36
S-019931,2024-06-14 22:00,EQ-B03,40.9,1.42,13.4,5.44
S-019932,2024-06-14 22:00,EQ-B04,39.8,1.0,10.5,5.87
S-019933,2024-06-14 22:00,EQ-C01,42.8,1.61,14.6,5.06
S-019934,2024-06-14 22:00,EQ-C02,43.5,2.08,13.1,4.79
S-019935,2024-06-14 22:00,EQ-C03,43.0,1.7,13.4,5.65
S-019936,2024-06-14 22:00,EQ-C04,41.9,1.78,11.7,5.35
S-019937,2024-06-15 00:00,EQ-A01,44.4,2.57,14.2,4.99
S-019938,2024-06-15 00:00,EQ-A02,45.1,2.25,14.7,4.99
S-019939,2024-06-15 00:00,EQ-A03,46.9,,15.3,4.7
S-019940,2024-06-15 00:00,EQ-A04,46.8,2.03,10.9,5.16
S-019941,2024-06-15 00:00,EQ-B01,39.7,1.92,13.2,5.47
S-019942,2024-06-15 00:00,EQ-B02,40.0,1.64,12.8,5.17
S-019943,2024-06-15 00:00,EQ-B03,41.1,1.36,14.3,5.23
S-019944,2024-06-15 00:00,EQ-B04,37.8,1.49,11.9,5.49
S-019945,2024-06-15 00:00,EQ-C01,43.3,2.06,14.1,5.19
S-019946,2024-06-15 00:00,EQ-C02,42.5,2.08,15.4,5.25
S-019947,2024-06-15 00:00,EQ-C03,41.0,2.03,14.4,5.25
S-019948,2024-06-15 00:00,EQ-C04,40.9,1.8,11.7,5.47
S-019949,2024-06-15 02:00,EQ-A01,43.9,2.25,14.7,5.15
S-019950,2024-06-15 02:00,EQ-A02,43.5,1.93,15.3,5.02
S-019951,2024-06-15 02:00,EQ-A03,48.5,3.89,16.3,4.83
S-019952,2024-06-15 02:00,EQ-A04,43.1,2.26,13.0,5.26
S-019953,2024-06-15 02:00,EQ-B01,36.9,1.09,12.7,5.34
S-019954,2024-06-15 02:00,EQ-B02,39.6,1.63,14.8,5.21
S-019955,2024-06-15 02:00,EQ-B03,45.0,1.15,13.7,5.31
S-019956,2024-06-15 02:00,EQ-B04,,1.24,12.4,5.42
S-019957,2024-06-15 02:00,EQ-C01,41.9,1.84,13.6,4.92
S-019958,2024-06-15 02:00,EQ-C02,44.9,2.52,14.2,5.19
S-019959,2024-06-15 02:00,EQ-C03,42.1,1.89,12.9,4.89
S-019960,2024-06-15 02:00,EQ-C04,40.8,2.0,13.1,5.39
S-019961,2024-06-15 04:00,EQ-A01,46.2,2.44,15.5,5.16
S-019962,2024-06-15 04:00,EQ-A02,44.6,2.58,14.6,5.42
S-019963,2024-06-15 04:00,EQ-A03,45.5,3.1,16.4,4.8
S-019964,2024-06-15 04:00,EQ-A04,43.7,1.89,13.2,5.26
S-019965,2024-06-15 04:00,EQ-B01,39.4,1.51,,5.18
S-019966,2024-06-15 04:00,EQ-B03,44.0,1.81,12.1,5.45
S-019967,2024-06-15 04:00,EQ-B04,38.8,0.92,11.9,5.47
S-019968,2024-06-15 04:00,EQ-C01,42.7,2.05,13.9,4.99
S-019969,2024-06-15 04:00,EQ-C02,44.9,2.16,14.1,5.19
S-019970,2024-06-15 04:00,EQ-C03,43.2,1.94,15.5,5.2
S-019971,2024-06-15 04:00,EQ-C04,,1.13,13.0,5.27
S-019972,2024-06-15 06:00,EQ-A01,44.7,2.78,15.5,4.9
S-019973,2024-06-15 06:00,EQ-A02,45.4,2.51,13.5,4.96
S-019974,2024-06-15 06:00,EQ-A03,48.7,3.06,17.5,4.63
S-019975,2024-06-15 06:00,EQ-A04,45.1,1.84,11.2,4.99
S-019976,2024-06-15 06:00,EQ-B01,37.6,0.88,12.5,5.9
S-019977,2024-06-15 06:00,EQ-B03,43.1,1.43,15.1,5.34
S-019978,2024-06-15 06:00,EQ-B04,39.3,0.94,12.4,5.23
S-019979,2024-06-15 06:00,EQ-C01,43.3,1.66,13.2,4.97
S-019980,2024-06-15 06:00,EQ-C02,45.3,1.56,13.4,5.02
S-019981,2024-06-15 06:00,EQ-C03,42.6,1.86,12.8,5.57
S-019982,2024-06-15 06:00,EQ-C04,42.3,1.84,11.3,4.76
S-019983,2024-06-15 08:00,EQ-A01,45.2,2.77,13.0,5.05
S-019984,2024-06-15 08:00,EQ-A02,43.8,2.73,13.8,5.04
S-019985,2024-06-15 08:00,EQ-A03,46.6,3.34,17.6,4.76
S-019986,2024-06-15 08:00,EQ-A04,41.9,1.98,13.0,5.31
S-019987,2024-06-15 08:00,EQ-B01,38.1,1.16,14.4,5.75
S-019988,2024-06-15 08:00,EQ-B02,37.7,1.82,13.5,5.36
S-019989,2024-06-15 08:00,EQ-B03,40.8,1.17,14.0,5.31
S-019990,2024-06-15 08:00,EQ-B04,37.8,1.4,11.9,5.44
S-019991,2024-06-15 08:00,EQ-C01,40.9,2.29,15.5,5.35
S-019992,2024-06-15 08:00,EQ-C02,44.2,,12.7,5.01
S-019993,2024-06-15 08:00,EQ-C03,40.6,1.56,14.3,5.09
S-019994,2024-06-15 08:00,EQ-C04,38.6,1.72,12.2,5.29
S-019995,2024-06-15 10:00,EQ-A01,46.0,3.1,15.3,4.96
S-019996,2024-06-15 10:00,EQ-A02,39.7,2.37,15.2,4.72
S-019997,2024-06-15 10:00,EQ-A03,45.8,3.24,16.0,5.09
S-019998,2024-06-15 10:00,EQ-A04,40.1,3.08,11.4,5.13
S-019999,2024-06-15 10:00,EQ-B01,35.5,1.49,13.7,5.38
S-020000,2024-06-15 10:00,EQ-B02,39.4,1.15,13.5,5.27
S-020001,2024-06-15 10:00,EQ-B03,40.0,1.7,13.1,5.27
S-020002,2024-06-15 10:00,EQ-B04,38.8,1.62,11.4,5.61
S-020003,2024-06-15 10:00,EQ-C01,42.6,1.48,13.9,4.82
S-020004,2024-06-15 10:00,EQ-C02,43.7,2.1,15.8,4.47
S-020005,2024-06-15 10:00,EQ-C03,41.7,1.54,14.1,5.86
S-020006,2024-06-15 10:00,EQ-C04,41.3,1.59,10.9,5.45
S-020007,2024-06-15 12:00,EQ-A01,45.4,3.18,14.6,4.84
S-020008,2024-06-15 12:00,EQ-A02,43.7,2.25,15.5,5.08
S-020009,2024-06-15 12:00,EQ-A03,46.6,2.98,15.1,4.79
S-020010,2024-06-15 12:00,EQ-A04,42.6,1.71,11.5,4.95
S-020011,2024-06-15 12:00,EQ-B01,41.3,1.37,15.0,5.12
S-020012,2024-06-15 12:00,EQ-B02,41.8,1.03,12.2,5.17
S-020013,2024-06-15 12:00,EQ-B03,38.2,1.81,14.5,5.45
S-020014,2024-06-15 12:00,EQ-B04,37.8,1.12,9.6,5.27
S-020015,2024-06-15 12:00,EQ-C01,42.5,2.4,13.3,4.94
S-020016,2024-06-15 12:00,EQ-C02,44.7,2.38,14.9,4.79
S-020017,2024-06-15 12:00,EQ-C03,42.5,1.52,14.3,5.15
S-020018,2024-06-15 12:00,EQ-C04,40.0,1.48,11.8,5.58
S-020019,2024-06-15 14:00,EQ-A01,45.4,3.22,16.1,4.96
S-020020,2024-06-15 14:00,EQ-A02,41.0,2.31,14.0,5.33
S-020021,2024-06-15 14:00,EQ-A03,45.5,3.46,16.4,4.5
S-020022,2024-06-15 14:00,EQ-A04,43.2,1.57,11.2,4.82
S-020023,2024-06-15 14:00,EQ-B01,37.0,1.23,13.1,5.41
