param_id,record_date,shift,line,product_code,temperature_c,pressure_bar,spindle_speed_rpm,feed_rate_mmmin,coolant_flow_lmin,vibration_mms,has_defect
PP-00789,2024-03-23,주간,B라인,PRD-002,39.6,4.06,2697.0,200.4,16.3,0.112,0
PP-00790,2024-03-23,주간,B라인,PRD-002,39.3,5.78,3100.0,189.3,11.6,0.588,0
PP-00791,2024-03-23,주간,C라인,PRD-005,40.0,5.53,3134.0,183.5,16.2,0.145,0
PP-00792,2024-03-23,주간,C라인,PRD-001,42.0,4.91,3152.0,197.7,14.8,0.575,0
PP-00793,2024-03-25,주간,A라인,PRD-004,37.6,5.14,2845.0,228.8,19.6,0.36,0
PP-00794,2024-03-25,주간,A라인,PRD-003,41.9,4.66,3055.0,198.6,11.8,0.389,0
PP-00795,2024-03-25,야간,A라인,PRD-004,49.0,4.7,2814.0,239.7,14.7,0.781,0
PP-00796,2024-03-25,야간,A라인,PRD-004,43.1,4.96,3141.0,213.1,16.2,1.066,0
PP-00797,2024-03-25,주간,B라인,PRD-002,34.0,5.18,2891.0,203.6,16.0,0.126,0
PP-00798,2024-03-25,주간,B라인,PRD-006,37.6,4.86,3015.0,224.4,17.5,0.153,0
PP-00799,2024-03-25,야간,B라인,PRD-005,38.9,4.44,2921.0,217.2,14.5,0.124,0
PP-00800,2024-03-25,야간,B라인,PRD-006,39.1,5.25,2991.0,171.7,14.9,0.424,0
PP-00801,2024-03-25,주간,C라인,PRD-003,38.5,5.12,3282.0,167.4,16.1,0.445,0
PP-00802,2024-03-25,주간,C라인,PRD-003,43.0,6.14,2988.0,210.4,12.2,0.294,1
PP-00803,2024-03-25,야간,C라인,PRD-003,37.6,4.29,3023.0,231.0,12.7,0.288,1
PP-00804,2024-03-25,야간,C라인,PRD-003,40.1,4.96,3030.0,214.0,14.4,0.216,0
PP-00805,2024-03-26,주간,A라인,PRD-004,39.6,4.83,3168.0,167.7,11.5,0.271,0
PP-00806,2024-03-26,주간,A라인,PRD-001,45.2,5.01,3161.0,220.5,15.6,0.396,0
PP-00807,2024-03-26,야간,A라인,PRD-004,44.2,5.11,2823.0,205.1,16.4,,0
PP-00808,2024-03-26,야간,A라인,PRD-004,44.5,4.78,2976.0,181.5,12.2,,0
PP-00809,2024-03-26,주간,B라인,PRD-002,40.5,4.54,2960.0,185.6,14.4,0.349,0
PP-00810,2024-03-26,주간,B라인,PRD-002,35.1,5.12,3375.0,181.0,14.9,0.271,0
PP-00811,2024-03-26,야간,B라인,PRD-005,36.7,4.98,3378.0,180.3,16.5,0.168,0
PP-00812,2024-03-26,야간,B라인,PRD-002,39.5,5.87,3174.0,188.6,13.4,0.203,0
PP-00813,2024-03-26,주간,C라인,PRD-005,32.5,4.47,3005.0,223.1,13.9,0.3,0
PP-00814,2024-03-26,주간,C라인,PRD-003,40.6,4.56,2786.0,204.7,14.5,0.268,0
PP-00815,2024-03-26,야간,C라인,PRD-003,40.3,5.18,3140.0,209.6,11.3,0.781,0
PP-00816,2024-03-26,야간,C라인,PRD-001,39.3,4.84,2745.0,198.1,12.8,0.277,0
PP-00817,2024-03-27,주간,A라인,PRD-001,39.1,4.8,3141.0,181.5,17.1,0.929,0
PP-00818,2024-03-27,주간,A라인,PRD-003,43.1,4.72,3027.0,214.4,19.2,0.404,0
PP-00819,2024-03-27,야간,A라인,PRD-004,47.9,5.08,3244.0,205.6,12.5,0.295,0
PP-00820,2024-03-27,야간,A라인,PRD-001,43.1,5.11,3067.0,191.3,18.3,0.264,0
PP-00821,2024-03-27,주간,B라인,PRD-005,38.9,5.85,2647.0,249.2,18.8,0.319,0
PP-00822,2024-03-27,주간,B라인,PRD-006,35.1,4.48,2538.0,203.6,16.7,0.119,0
PP-00823,2024-03-27,야간,B라인,PRD-005,43.0,5.75,3200.0,210.9,11.9,0.776,0
PP-00824,2024-03-27,야간,B라인,PRD-002,41.1,4.33,3136.0,195.7,11.9,0.733,0
PP-00825,2024-03-27,주간,C라인,PRD-003,41.1,4.42,2684.0,203.1,13.4,0.605,0
PP-00826,2024-03-27,주간,C라인,PRD-003,34.6,4.82,2511.0,224.5,15.6,0.147,0
PP-00827,2024-03-27,야간,C라인,PRD-001,37.9,5.13,2878.0,226.3,17.0,0.269,0
PP-00828,2024-03-27,야간,C라인,PRD-005,40.1,4.13,3281.0,164.2,12.9,1.243,0
PP-00829,2024-03-28,주간,A라인,PRD-004,45.7,4.7,3105.0,219.3,13.2,0.76,0
PP-00830,2024-03-28,주간,A라인,PRD-001,40.7,5.26,2885.0,180.9,13.7,0.416,0
PP-00831,2024-03-28,야간,A라인,PRD-004,38.7,5.84,2923.0,202.1,17.8,0.35,0
PP-00832,2024-03-28,야간,A라인,PRD-001,43.6,4.49,3025.0,220.2,16.6,0.456,0
PP-00833,2024-03-28,주간,B라인,PRD-002,37.1,4.5,2980.0,176.1,18.6,0.113,0
PP-00834,2024-03-28,주간,B라인,PRD-005,37.6,4.84,3220.0,225.1,14.3,0.446,0
PP-00835,2024-03-28,야간,B라인,PRD-006,36.5,5.44,3015.0,229.0,12.0,0.391,0
PP-00836,2024-03-28,야간,B라인,PRD-006,40.7,6.3,2822.0,154.0,14.5,0.11,0
PP-00837,2024-03-28,주간,C라인,PRD-005,42.2,4.37,3019.0,229.8,12.0,0.339,0
PP-00838,2024-03-28,주간,C라인,PRD-003,38.6,5.08,3197.0,207.0,15.1,0.133,0
PP-00839,2024-03-28,야간,C라인,PRD-005,38.6,5.02,3010.0,217.0,13.0,0.23,0
PP-00840,2024-03-28,야간,C라인,PRD-001,42.7,5.18,3075.0,185.5,16.6,0.148,0
PP-00841,2024-03-29,주간,A라인,PRD-001,38.5,5.36,2967.0,182.7,14.8,0.388,0
PP-00842,2024-03-29,주간,A라인,PRD-004,38.3,5.07,2891.0,204.7,19.5,0.318,0
PP-00843,2024-03-29,야간,A라인,PRD-003,41.3,4.2,3163.0,199.6,13.9,0.643,0
PP-00844,2024-03-29,야간,A라인,PRD-003,43.5,5.2,2979.0,239.1,12.4,0.502,0
PP-00845,2024-03-29,주간,B라인,PRD-002,41.0,5.47,2924.0,193.4,16.9,0.173,1
PP-00846,2024-03-29,주간,B라인,PRD-006,36.2,5.38,2917.0,221.6,13.4,0.502,0
PP-00847,2024-03-29,야간,B라인,PRD-006,36.3,5.61,3077.0,223.4,14.0,0.139,0
PP-00848,2024-03-29,야간,B라인,PRD-002,37.2,4.78,2865.0,184.6,16.8,0.171,0
PP-00849,2024-03-29,주간,C라인,PRD-005,41.0,4.49,3002.0,188.3,11.6,0.328,0
PP-00850,2024-03-29,주간,C라인,PRD-005,39.2,4.68,2859.0,196.3,15.7,0.605,0
PP-00851,2024-03-29,야간,C라인,PRD-001,46.7,5.56,2927.0,196.8,12.0,2.133,0
PP-00852,2024-03-29,야간,C라인,PRD-005,37.9,5.13,3008.0,202.6,12.0,0.247,0
PP-00853,2024-03-30,주간,A라인,PRD-001,49.4,5.09,3434.0,201.6,14.1,0.411,0
PP-00854,2024-03-30,주간,A라인,PRD-003,44.7,5.47,3022.0,243.8,17.8,0.311,0
PP-00855,2024-03-30,주간,B라인,PRD-006,40.2,4.52,3094.0,179.2,10.8,0.32,0
PP-00856,2024-03-30,주간,B라인,PRD-005,,5.13,3224.0,182.2,13.7,0.225,0
PP-00857,2024-03-30,주간,C라인,PRD-001,39.9,5.5,3083.0,221.6,17.5,0.739,0
PP-00858,2024-03-30,주간,C라인,PRD-001,42.0,5.11,2877.0,203.8,11.8,0.38,0
PP-00859,2024-04-01,주간,A라인,PRD-003,45.2,5.66,3255.0,208.0,15.1,,0
PP-00860,2024-04-01,주간,A라인,PRD-003,40.4,6.1,3213.0,174.7,14.9,0.468,0
PP-00861,2024-04-01,야간,A라인,PRD-003,41.5,4.74,3283.0,220.7,15.1,1.406,0
PP-00862,2024-04-01,야간,A라인,PRD-003,40.8,4.98,2922.0,207.5,14.8,0.283,0
PP-00863,2024-04-01,주간,B라인,PRD-005,39.6,5.24,2795.0,200.5,13.4,0.439,0
PP-00864,2024-04-01,주간,B라인,PRD-006,35.4,6.04,2739.0,206.8,17.5,,0
PP-00865,2024-04-01,야간,B라인,PRD-006,39.9,5.27,3064.0,229.9,15.9,0.158,0
PP-00866,2024-04-01,야간,B라인,PRD-006,37.3,5.0,3336.0,232.7,13.0,0.128,0
PP-00867,2024-04-01,주간,C라인,PRD-005,41.5,4.99,3076.0,226.1,15.9,0.117,0
PP-00868,2024-04-01,주간,C라인,PRD-003,38.4,5.19,2931.0,203.7,16.1,0.444,0
PP-00869,2024-04-01,야간,C라인,PRD-005,37.6,4.3,2918.0,200.4,15.1,0.135,0
PP-00870,2024-04-01,야간,C라인,PRD-003,35.4,4.36,2806.0,178.7,17.1,0.324,0
PP-00871,2024-04-02,주간,A라인,PRD-004,46.2,5.02,2805.0,177.5,16.8,0.472,0
PP-00872,2024-04-02,주간,A라인,PRD-003,44.2,5.24,3061.0,179.9,16.9,0.8,0
PP-00873,2024-04-02,야간,A라인,PRD-004,39.6,4.44,3131.0,166.3,12.5,0.382,0
PP-00874,2024-04-02,야간,A라인,PRD-001,42.7,4.38,2589.0,167.2,15.8,0.663,1
PP-00875,2024-04-02,주간,B라인,PRD-006,36.7,4.14,2826.0,232.2,14.7,0.223,0
PP-00876,2024-04-02,주간,B라인,PRD-005,39.4,4.8,3153.0,181.6,12.4,0.27,0
PP-00877,2024-04-02,야간,B라인,PRD-002,39.1,5.09,3124.0,225.6,13.2,0.107,1
PP-00878,2024-04-02,야간,B라인,PRD-002,37.9,4.62,2569.0,216.7,15.9,0.681,0
PP-00879,2024-04-02,주간,C라인,PRD-001,39.3,4.69,2853.0,206.6,15.2,0.534,0
PP-00880,2024-04-02,주간,C라인,PRD-001,40.1,5.64,3293.0,233.6,14.9,0.381,0
PP-00881,2024-04-02,야간,C라인,PRD-005,39.0,4.55,2707.0,201.4,15.7,0.111,0
PP-00882,2024-04-02,야간,C라인,PRD-005,37.5,3.55,3143.0,181.2,13.1,0.22,0
PP-00883,2024-04-03,주간,A라인,PRD-004,44.6,6.34,2665.0,174.7,14.0,0.438,0
PP-00884,2024-04-03,주간,A라인,PRD-001,45.7,4.7,3042.0,193.8,,0.306,0
PP-00885,2024-04-03,야간,A라인,PRD-004,42.1,4.93,2874.0,226.0,13.6,0.261,0
PP-00886,2024-04-03,야간,A라인,PRD-004,37.3,4.98,3001.0,204.4,16.8,1.435,0
PP-00887,2024-04-03,주간,B라인,PRD-006,40.8,4.71,3100.0,231.3,15.0,0.115,0
PP-00888,2024-04-03,주간,B라인,PRD-006,37.2,5.23,3306.0,223.4,14.3,0.468,1
PP-00889,2024-04-03,야간,B라인,PRD-005,40.3,4.44,2921.0,188.0,17.0,,1
PP-00890,2024-04-03,야간,B라인,PRD-006,39.4,4.39,3319.0,171.3,18.7,,0
PP-00891,2024-04-03,주간,C라인,PRD-003,42.8,4.65,3242.0,200.8,,0.106,0
PP-00892,2024-04-03,주간,C라인,PRD-005,37.8,5.05,2873.0,215.2,15.7,0.624,0
PP-00893,2024-04-03,야간,C라인,PRD-003,43.3,5.29,2665.0,198.4,13.8,0.589,0
PP-00894,2024-04-03,야간,C라인,PRD-005,38.8,4.9,2678.0,190.2,16.2,0.319,0
PP-00895,2024-04-04,주간,A라인,PRD-001,40.4,4.82,3097.0,171.2,16.8,0.357,0
PP-00896,2024-04-04,주간,A라인,PRD-001,42.1,5.07,2875.0,154.5,,0.357,0
PP-00897,2024-04-04,야간,A라인,PRD-001,40.1,4.9,2656.0,176.8,14.9,0.623,0
PP-00898,2024-04-04,야간,A라인,PRD-004,37.0,4.82,3150.0,194.8,12.3,0.475,0
PP-00899,2024-04-04,주간,B라인,PRD-005,38.6,4.63,3085.0,187.7,16.8,0.108,0
PP-00900,2024-04-04,주간,B라인,PRD-006,34.4,4.74,2998.0,215.0,13.9,0.928,0
PP-00901,2024-04-04,야간,B라인,PRD-002,34.0,4.88,3053.0,189.0,11.9,0.135,0
PP-00902,2024-04-04,야간,B라인,PRD-002,36.4,5.97,2902.0,219.0,10.3,1.043,0
PP-00903,2024-04-04,주간,C라인,PRD-001,39.3,5.01,2844.0,215.1,13.8,0.396,0
PP-00904,2024-04-04,주간,C라인,PRD-005,40.9,4.54,2801.0,177.2,13.7,0.149,0
PP-00905,2024-04-04,야간,C라인,PRD-001,,4.94,3161.0,211.4,10.0,0.143,0
PP-00906,2024-04-04,야간,C라인,PRD-003,42.9,5.66,2755.0,186.5,15.6,0.13,0
PP-00907,2024-04-05,주간,A라인,PRD-004,39.2,5.43,3023.0,231.3,14.0,0.558,1
PP-00908,2024-04-05,주간,A라인,PRD-001,41.9,4.65,3114.0,202.2,14.0,,0
PP-00909,2024-04-05,야간,A라인,PRD-003,40.2,5.54,3296.0,192.7,15.4,0.3,0
PP-00910,2024-04-05,야간,A라인,PRD-004,40.0,5.22,3080.0,209.2,12.7,,0
PP-00911,2024-04-05,주간,B라인,PRD-005,35.7,4.66,3158.0,220.7,14.1,0.916,0
PP-00912,2024-04-05,주간,B라인,PRD-002,36.6,4.82,3079.0,189.3,16.1,0.227,0
PP-00913,2024-04-05,야간,B라인,PRD-006,41.2,5.52,2951.0,223.7,15.6,0.425,0
PP-00914,2024-04-05,야간,B라인,PRD-006,31.5,5.23,2854.0,214.2,14.7,0.217,0
PP-00915,2024-04-05,주간,C라인,PRD-005,37.5,4.05,3018.0,219.2,14.9,0.179,0
PP-00916,2024-04-05,주간,C라인,PRD-005,41.9,5.18,3156.0,207.6,14.6,0.382,0
PP-00917,2024-04-05,야간,C라인,PRD-005,41.2,4.99,3138.0,192.4,14.0,0.18,0
PP-00918,2024-04-05,야간,C라인,PRD-001,41.3,6.05,2899.0,188.6,,0.904,0
PP-00919,2024-04-06,주간,A라인,PRD-004,40.5,4.59,2806.0,239.1,18.4,0.613,0
PP-00920,2024-04-06,주간,A라인,PRD-001,41.8,4.97,3234.0,186.1,14.9,0.361,0
PP-00921,2024-04-06,주간,B라인,PRD-006,35.0,5.36,2917.0,197.9,14.7,0.323,0
PP-00922,2024-04-06,주간,B라인,PRD-002,42.8,4.09,2781.0,193.3,15.2,0.411,0
PP-00923,2024-04-06,주간,C라인,PRD-001,41.6,5.09,2990.0,240.4,18.6,0.141,0
PP-00924,2024-04-06,주간,C라인,PRD-001,41.2,4.49,2772.0,180.4,,,0
PP-00925,2024-04-08,주간,A라인,PRD-003,42.7,4.32,2844.0,225.3,16.6,0.469,0
PP-00926,2024-04-08,주간,A라인,PRD-004,41.8,5.37,3412.0,194.1,16.7,0.371,0
PP-00927,2024-04-08,야간,A라인,PRD-001,42.9,5.1,2934.0,192.8,,0.284,0
PP-00928,2024-04-08,야간,A라인,PRD-004,38.8,5.93,3175.0,192.0,15.8,1.798,0
PP-00929,2024-04-08,주간,B라인,PRD-005,35.6,4.62,2834.0,169.7,14.3,0.661,0
PP-00930,2024-04-08,주간,B라인,PRD-006,35.5,5.32,2569.0,218.5,12.9,0.55,0
PP-00931,2024-04-08,야간,B라인,PRD-005,37.8,4.19,3397.0,218.9,13.7,0.532,0
PP-00932,2024-04-08,야간,B라인,PRD-006,39.5,4.58,2974.0,207.7,14.1,0.203,0
PP-00933,2024-04-08,주간,C라인,PRD-003,35.2,5.12,2994.0,175.4,18.0,0.597,0
PP-00934,2024-04-08,주간,C라인,PRD-005,34.5,4.42,3084.0,231.6,10.9,0.22,1
PP-00935,2024-04-08,야간,C라인,PRD-003,39.9,4.48,2691.0,213.6,10.6,0.322,0
PP-00936,2024-04-08,야간,C라인,PRD-001,44.1,4.89,3135.0,201.3,12.9,0.542,0
PP-00937,2024-04-09,주간,A라인,PRD-003,50.9,5.22,2848.0,168.8,17.5,0.314,0
PP-00938,2024-04-09,주간,A라인,PRD-001,36.7,4.74,3290.0,216.2,13.1,0.766,0
PP-00939,2024-04-09,야간,A라인,PRD-001,44.7,5.0,2792.0,233.5,14.6,,0
PP-00940,2024-04-09,야간,A라인,PRD-001,42.2,5.64,3059.0,179.5,,0.387,0
PP-00941,2024-04-09,주간,B라인,PRD-002,39.7,5.8,2760.0,191.6,16.2,0.379,0
PP-00942,2024-04-09,주간,B라인,PRD-005,39.3,5.42,3040.0,188.8,18.7,0.788,0
PP-00943,2024-04-09,야간,B라인,PRD-006,39.3,4.49,3121.0,177.3,14.5,0.284,0
PP-00944,2024-04-09,야간,B라인,PRD-006,35.9,5.35,2960.0,195.1,16.8,0.125,0
PP-00945,2024-04-09,주간,C라인,PRD-005,38.6,4.99,3092.0,189.3,14.9,0.678,1
PP-00946,2024-04-09,주간,C라인,PRD-001,42.2,5.05,3073.0,234.2,12.9,0.138,0
PP-00947,2024-04-09,야간,C라인,PRD-003,37.8,5.44,3320.0,215.0,16.1,0.3,0
PP-00948,2024-04-09,야간,C라인,PRD-005,36.1,5.4,3196.0,215.3,11.0,0.24,0
PP-00949,2024-04-10,주간,A라인,PRD-001,43.4,5.28,2908.0,210.1,19.0,0.605,0
PP-00950,2024-04-10,주간,A라인,PRD-004,41.0,4.77,3159.0,236.9,14.8,0.283,0
PP-00951,2024-04-10,야간,A라인,PRD-003,45.5,4.09,2959.0,241.5,13.4,0.297,0
PP-00952,2024-04-10,야간,A라인,PRD-001,45.4,4.95,2831.0,173.8,15.7,0.695,0
PP-00953,2024-04-10,주간,B라인,PRD-002,35.4,4.6,3310.0,223.1,14.7,0.273,0
PP-00954,2024-04-10,주간,B라인,PRD-002,39.0,5.51,2955.0,190.0,11.6,0.193,0
PP-00955,2024-04-10,야간,B라인,PRD-002,36.8,5.01,2958.0,204.8,11.0,0.546,0
PP-00956,2024-04-10,야간,B라인,PRD-006,40.4,4.66,2903.0,206.2,15.7,0.151,0
PP-00957,2024-04-10,주간,C라인,PRD-001,40.6,5.08,3163.0,225.3,16.8,0.295,0
PP-00958,2024-04-10,주간,C라인,PRD-005,35.0,6.02,2954.0,172.4,16.2,0.192,0
PP-00959,2024-04-10,야간,C라인,PRD-003,37.8,4.69,3167.0,190.1,15.4,0.459,0
PP-00960,2024-04-10,야간,C라인,PRD-003,38.7,6.07,2786.0,179.6,11.3,1.179,0
PP-00961,2024-04-11,주간,A라인,PRD-003,45.3,4.76,2864.0,202.9,13.5,0.424,0
PP-00962,2024-04-11,주간,A라인,PRD-001,45.6,5.46,2910.0,190.3,18.5,0.452,0
PP-00963,2024-04-11,야간,A라인,PRD-001,46.7,6.46,2987.0,181.2,14.4,0.61,1
PP-00964,2024-04-11,야간,A라인,PRD-004,44.5,5.33,2923.0,221.2,,0.333,0
PP-00965,2024-04-11,주간,B라인,PRD-002,32.2,4.41,2688.0,194.1,13.9,1.018,0
PP-00966,2024-04-11,주간,B라인,PRD-006,,4.25,3254.0,182.2,14.1,0.169,0
PP-00967,2024-04-11,야간,B라인,PRD-006,39.5,5.77,2779.0,215.3,15.6,0.632,0
PP-00968,2024-04-11,야간,B라인,PRD-005,41.8,5.14,3000.0,180.8,15.2,0.549,0
PP-00969,2024-04-11,주간,C라인,PRD-003,40.4,5.36,2926.0,219.3,15.8,0.695,1
PP-00970,2024-04-11,주간,C라인,PRD-005,35.8,4.98,3252.0,187.9,15.3,0.102,0
PP-00971,2024-04-11,야간,C라인,PRD-005,38.7,4.77,3110.0,202.6,12.7,0.162,0
PP-00972,2024-04-11,야간,C라인,PRD-003,36.7,4.51,3075.0,200.2,16.5,0.537,0
PP-00973,2024-04-12,주간,A라인,PRD-004,45.3,4.73,3057.0,208.5,17.5,0.647,0
PP-00974,2024-04-12,주간,A라인,PRD-004,41.3,5.3,3190.0,176.6,17.7,0.27,0
PP-00975,2024-04-12,야간,A라인,PRD-003,42.6,4.98,3095.0,194.6,19.5,0.265,0
PP-00976,2024-04-12,야간,A라인,PRD-004,42.0,4.96,2828.0,182.0,15.9,,1
PP-00977,2024-04-12,주간,B라인,PRD-002,39.0,5.3,3035.0,196.1,19.1,0.502,0
PP-00978,2024-04-12,주간,B라인,PRD-006,39.9,4.59,3178.0,237.0,16.1,0.384,0
PP-00979,2024-04-12,야간,B라인,PRD-005,38.2,5.25,3078.0,182.0,14.4,0.23,0
PP-00980,2024-04-12,야간,B라인,PRD-006,39.6,4.9,3273.0,219.0,18.1,0.315,0
PP-00981,2024-04-12,주간,C라인,PRD-003,41.2,4.93,2782.0,195.9,14.5,0.205,0
PP-00982,2024-04-12,주간,C라인,PRD-005,35.9,4.34,2871.0,192.0,15.9,0.166,0
PP-00983,2024-04-12,야간,C라인,PRD-001,37.0,4.82,2590.0,165.1,17.3,0.112,0
PP-00984,2024-04-12,야간,C라인,PRD-003,38.3,4.61,2912.0,189.3,15.1,1.338,0
PP-00985,2024-04-13,주간,A라인,PRD-001,43.3,5.83,3015.0,224.2,12.4,0.327,0
PP-00986,2024-04-13,주간,A라인,PRD-003,41.2,4.83,3075.0,173.5,14.5,0.405,0
PP-00987,2024-04-13,주간,B라인,PRD-002,38.7,5.47,3150.0,221.5,13.7,0.551,0
PP-00988,2024-04-13,주간,B라인,PRD-002,34.7,6.02,3277.0,192.5,16.4,0.883,0
PP-00989,2024-04-13,주간,C라인,PRD-005,38.1,4.66,2967.0,216.0,14.9,0.252,0
PP-00990,2024-04-13,주간,C라인,PRD-005,38.9,5.22,3094.0,188.8,13.1,0.167,0
PP-00991,2024-04-15,주간,A라인,PRD-003,39.4,4.43,3188.0,242.0,14.6,0.363,0
PP-00992,2024-04-15,주간,A라인,PRD-001,38.0,3.59,3414.0,179.8,15.3,0.347,0
PP-00993,2024-04-15,야간,A라인,PRD-003,49.0,5.35,2496.0,230.1,13.3,0.885,0
PP-00994,2024-04-15,야간,A라인,PRD-001,40.0,4.79,3213.0,208.2,19.8,0.762,0
PP-00995,2024-04-15,주간,B라인,PRD-005,35.9,5.21,2867.0,197.7,18.9,0.298,0
PP-00996,2024-04-15,주간,B라인,PRD-002,39.2,5.28,2961.0,208.6,16.5,0.243,1
PP-00997,2024-04-15,야간,B라인,PRD-005,42.3,5.33,2889.0,212.4,12.8,0.891,0
PP-00998,2024-04-15,야간,B라인,PRD-005,37.7,5.22,3013.0,209.0,15.5,0.346,0
PP-00999,2024-04-15,주간,C라인,PRD-005,30.0,4.79,2931.0,207.4,13.9,0.817,0
PP-01000,2024-04-15,주간,C라인,PRD-005,43.1,4.49,3092.0,176.0,16.7,0.175,0
PP-01001,2024-04-15,야간,C라인,PRD-001,42.3,4.77,3417.0,197.0,12.3,0.193,0
PP-01002,2024-04-15,야간,C라인,PRD-003,39.2,4.81,3252.0,213.5,14.6,0.414,0
PP-01003,2024-04-16,주간,A라인,PRD-003,45.2,5.33,2646.0,208.9,15.4,0.488,0
PP-01004,2024-04-16,주간,A라인,PRD-003,40.8,4.97,3338.0,203.3,11.8,0.639,0
PP-01005,2024-04-16,야간,A라인,PRD-001,42.0,5.85,3066.0,223.5,10.6,0.39,0
PP-01006,2024-04-16,야간,A라인,PRD-004,39.1,3.75,3191.0,208.7,13.3,0.755,0
PP-01007,2024-04-16,주간,B라인,PRD-005,38.6,4.07,2935.0,215.9,12.3,,0
PP-01008,2024-04-16,주간,B라인,PRD-002,39.3,6.04,3017.0,215.5,17.0,0.409,0
PP-01009,2024-04-16,야간,B라인,PRD-006,35.4,5.06,3129.0,195.7,14.9,0.114,0
PP-01010,2024-04-16,야간,B라인,PRD-005,35.4,5.04,3128.0,203.4,13.9,0.7,0
PP-01011,2024-04-16,주간,C라인,PRD-005,39.6,4.72,3162.0,174.6,14.5,0.262,0
PP-01012,2024-04-16,주간,C라인,PRD-005,36.3,5.24,2785.0,208.6,15.6,0.645,1
PP-01013,2024-04-16,야간,C라인,PRD-005,38.1,4.19,2985.0,206.4,12.8,0.269,0
PP-01014,2024-04-16,야간,C라인,PRD-003,39.0,5.12,2530.0,220.5,12.6,0.594,0
PP-01015,2024-04-17,주간,A라인,PRD-004,46.4,5.03,3197.0,189.3,12.7,0.318,0
PP-01016,2024-04-17,주간,A라인,PRD-003,43.1,4.43,2954.0,209.8,15.9,0.659,0
PP-01017,2024-04-17,야간,A라인,PRD-004,44.3,5.78,3069.0,178.1,15.8,0.28,0
PP-01018,2024-04-17,야간,A라인,PRD-001,38.8,6.04,2885.0,222.3,17.0,0.624,0
PP-01019,2024-04-17,주간,B라인,PRD-006,39.4,4.12,2925.0,249.1,17.5,0.229,0
PP-01020,2024-04-17,주간,B라인,PRD-005,38.5,5.47,3210.0,201.2,14.9,0.127,0
PP-01021,2024-04-17,야간,B라인,PRD-002,38.4,4.54,3178.0,213.9,16.4,0.168,0
PP-01022,2024-04-17,야간,B라인,PRD-005,38.8,4.69,3213.0,180.9,18.5,1.142,0
PP-01023,2024-04-17,주간,C라인,PRD-005,35.6,5.59,2861.0,166.9,15.0,0.462,0
PP-01024,2024-04-17,주간,C라인,PRD-003,43.8,4.17,3113.0,217.5,14.8,0.302,0
PP-01025,2024-04-17,야간,C라인,PRD-005,41.6,6.1,3061.0,174.4,13.8,0.197,0
PP-01026,2024-04-17,야간,C라인,PRD-003,42.3,5.37,2619.0,199.8,14.1,0.353,0
PP-01027,2024-04-18,주간,A라인,PRD-001,45.1,5.17,3031.0,200.7,14.3,0.987,0
PP-01028,2024-04-18,주간,A라인,PRD-004,52.6,4.49,2855.0,197.6,17.2,0.437,0
PP-01029,2024-04-18,야간,A라인,PRD-001,43.5,4.8,3165.0,207.6,12.3,0.693,0
PP-01030,2024-04-18,야간,A라인,PRD-003,38.4,5.18,2868.0,205.0,16.4,0.543,0
PP-01031,2024-04-18,주간,B라인,PRD-002,38.4,5.43,2843.0,201.4,12.7,0.24,0
PP-01032,2024-04-18,주간,B라인,PRD-006,34.7,4.97,3091.0,201.4,13.1,0.153,0
PP-01033,2024-04-18,야간,B라인,PRD-006,35.4,4.9,2799.0,183.9,14.0,0.336,0
PP-01034,2024-04-18,야간,B라인,PRD-006,38.9,5.19,2995.0,192.5,14.8,0.615,0
PP-01035,2024-04-18,주간,C라인,PRD-003,39.9,5.98,2776.0,169.5,,0.21,1
PP-01036,2024-04-18,주간,C라인,PRD-001,41.5,5.62,3184.0,204.3,12.0,0.626,0
PP-01037,2024-04-18,야간,C라인,PRD-001,42.6,5.09,2989.0,182.7,14.0,0.278,0
PP-01038,2024-04-18,야간,C라인,PRD-001,38.6,4.53,3024.0,196.6,15.3,0.379,0
PP-01039,2024-04-19,주간,A라인,PRD-001,37.9,4.78,2975.0,193.3,12.5,0.26,0
PP-01040,2024-04-19,주간,A라인,PRD-003,41.0,5.71,3056.0,217.8,14.7,0.428,0
PP-01041,2024-04-19,야간,A라인,PRD-001,38.6,4.58,3227.0,199.7,17.3,0.282,0
PP-01042,2024-04-19,야간,A라인,PRD-004,41.6,4.74,3069.0,221.6,13.0,0.346,0
PP-01043,2024-04-19,주간,B라인,PRD-002,36.7,5.46,2942.0,177.4,12.6,0.108,0
PP-01044,2024-04-19,주간,B라인,PRD-006,35.5,4.97,3128.0,212.7,16.0,0.39,1
PP-01045,2024-04-19,야간,B라인,PRD-002,38.0,4.48,3157.0,220.5,13.2,0.544,0
PP-01046,2024-04-19,야간,B라인,PRD-005,39.1,4.46,2770.0,229.3,14.9,0.268,0
PP-01047,2024-04-19,주간,C라인,PRD-005,41.9,4.86,2825.0,176.4,9.9,0.187,0
PP-01048,2024-04-19,주간,C라인,PRD-005,,5.28,2782.0,203.7,17.3,0.232,0
PP-01049,2024-04-19,야간,C라인,PRD-001,44.3,4.66,3017.0,164.3,14.0,0.142,0
PP-01050,2024-04-19,야간,C라인,PRD-003,38.3,4.51,3056.0,241.7,19.2,0.442,0
PP-01051,2024-04-20,주간,A라인,PRD-003,42.5,5.67,2988.0,199.3,16.4,1.178,0
PP-01052,2024-04-20,주간,A라인,PRD-001,41.8,5.14,2822.0,242.7,11.0,0.55,0
